,epoch,train,val
0,0,5.1829074604598793e+23,2.721841891914011e+24
1,10,5.166909568670618e+23,2.721841891913875e+24
2,20,5.231669632287753e+23,2.7218418919136135e+24
3,30,5.175646768136115e+23,2.7218418919133123e+24
4,40,5.219808406203897e+23,2.7218418919131695e+24
5,50,5.2208077512942276e+23,2.7218418919124474e+24
6,60,5.209515467465191e+23,2.721841891911842e+24
7,70,5.201911400556534e+23,2.7218418919110515e+24
8,80,5.2102751872225746e+23,2.7218418919083274e+24
9,90,5.191390069388935e+23,2.7218418919066997e+24
