,epoch,train,val
0,0,5.9570517398623404e+23,1.8029002087774847e+24
1,10,5.9122700081099436e+23,1.8028997626100556e+24
2,20,5.900618388398636e+23,1.802894705520351e+24
3,30,5.901572875125554e+23,1.8028697717888707e+24
4,40,5.94879289887597e+23,1.8028003948750284e+24
5,50,5.8947605680790785e+23,1.8026802233009205e+24
6,60,5.925284860010395e+23,1.8025256280292e+24
7,70,5.9047918256286395e+23,1.8023164777883293e+24
8,80,5.906185496503691e+23,1.8019947451456373e+24
9,90,5.935845550221908e+23,1.8004031992071103e+24
10,100,5.9243053115016884e+23,1.7995820961159593e+24
11,110,5.954930066686059e+23,1.80020223532673e+24
12,120,5.9007561833012484e+23,1.7997503109966938e+24
13,130,5.9250714050871536e+23,1.7986936979455304e+24
14,140,5.943511351333086e+23,1.7985067267147996e+24
15,150,5.9233019631472693e+23,1.796935447787528e+24
16,160,5.9176994215989215e+23,1.7961866298126493e+24
17,170,5.925657770867908e+23,1.794443600708533e+24
18,180,5.891123070679997e+23,1.7925553847652604e+24
19,190,5.896460056017025e+23,1.7918139094229856e+24
20,200,5.909291915590265e+23,1.7904391889071062e+24
21,210,5.910429902404926e+23,1.7884239481195583e+24
22,220,5.8980423542267205e+23,1.788557217423502e+24
23,230,5.899987259437363e+23,1.786218106634671e+24
24,240,5.881015142753371e+23,1.7849970329634622e+24
25,250,5.8813245913743716e+23,1.7865534200108044e+24
26,260,5.849649553726083e+23,1.7864260252921617e+24
27,270,5.869991297911479e+23,1.785136813879042e+24
28,280,5.90214802365585e+23,1.786067852692466e+24
29,290,5.889083974253776e+23,1.785293511020896e+24
30,300,5.857545496224322e+23,1.7848941724242966e+24
31,310,5.855231974797057e+23,1.7849502599335214e+24
32,320,5.880735119566933e+23,1.7978638857787596e+24
33,330,5.938634920972485e+23,1.7974970980145e+24
34,340,5.927984430585803e+23,1.7977577016372493e+24
35,350,5.87395659370156e+23,1.798876025562253e+24
36,360,5.913294372131641e+23,1.7985851810730035e+24
37,370,5.8982154693655625e+23,1.7988412179274027e+24
38,380,5.9375532098415846e+23,1.799458991528388e+24
39,390,5.933234963477647e+23,1.8000018437641946e+24
40,400,5.901303379711315e+23,1.80048270519976e+24
41,410,5.9392314326132176e+23,1.8009532548049415e+24
42,420,5.884184224670234e+23,1.801041648380539e+24
43,430,5.9211226457463135e+23,1.8012335924041528e+24
44,440,5.9321548777150955e+23,1.8008569173746797e+24
45,450,5.9437093008315186e+23,1.8010672087310232e+24
46,460,5.926298528519513e+23,1.8013125934164147e+24
47,470,5.925453098768061e+23,1.8013918383691806e+24
48,480,5.902175439018002e+23,1.8015616826457086e+24
49,490,5.9537310430748914e+23,1.8018307030148997e+24
