,epoch,train,val
0,0,5.2453221982559195e+23,2.721841891914042e+24
1,10,5.2328149177272893e+23,2.721841891913632e+24
2,20,5.226432304917305e+23,2.7218418919078013e+24
3,30,5.219840726344772e+23,2.721841891889734e+24
4,40,5.227211632266016e+23,2.721841891853188e+24
5,50,5.247738642616159e+23,2.721841891796743e+24
6,60,5.253637965378494e+23,2.721841891711278e+24
7,70,5.171499630404301e+23,2.72184189155476e+24
8,80,5.221487108934616e+23,2.721841891355241e+24
9,90,5.182017092076138e+23,2.721841891100575e+24
