,epoch,train,val
0,0,5.4861911078653765e+23,2.703114134618094e+24
1,10,5.458058819830803e+23,2.7031140803505026e+24
2,20,5.505870246376486e+23,2.703113266820712e+24
3,30,5.5103262329101246e+23,2.7031096255057623e+24
4,40,5.5028832688339456e+23,2.703101884093698e+24
5,50,5.529466489206688e+23,2.7030870568191623e+24
6,60,5.428434994353111e+23,2.703054485304873e+24
7,70,5.5009048012262076e+23,2.703038266572572e+24
8,80,5.4993934884221244e+23,2.702964146918476e+24
9,90,5.4760744865058216e+23,2.702907377147474e+24
10,100,5.5279458196569716e+23,2.702837745138607e+24
11,110,5.481938357924055e+23,2.702658952233826e+24
12,120,5.5150630101131584e+23,2.702712895586676e+24
13,130,5.495558746898626e+23,2.702528153558732e+24
14,140,5.4971671254336764e+23,2.7023273783607494e+24
15,150,5.499664681369434e+23,2.7021207222902435e+24
16,160,5.470877125319728e+23,2.7018855463913613e+24
17,170,5.503352202318564e+23,2.7017478739792e+24
18,180,5.521971319848695e+23,2.701486576450764e+24
19,190,5.4537021212736777e+23,2.7011287406705566e+24
20,200,5.4966044472782846e+23,2.7006330637043265e+24
21,210,5.498556983106824e+23,2.7005307507230565e+24
22,220,5.494202790963341e+23,2.700150676493585e+24
23,230,5.487132101289781e+23,2.699944136935749e+24
24,240,5.456853105803247e+23,2.6995936008022164e+24
25,250,5.444086133598018e+23,2.69912729952923e+24
26,260,5.4879430655835696e+23,2.6991288150752783e+24
27,270,5.506212696022918e+23,2.6984189996145477e+24
28,280,5.4772131269440524e+23,2.6977761178440965e+24
29,290,5.474984575827398e+23,2.696933757005501e+24
30,300,5.48947304824673e+23,2.696825326509281e+24
31,310,5.442595434455021e+23,2.696111995063136e+24
32,320,5.493878538202096e+23,2.697034703635257e+24
33,330,5.4702069037534184e+23,2.696706155825397e+24
34,340,5.5050391342551984e+23,2.6969691877091937e+24
35,350,5.448720997420095e+23,2.6969843098891336e+24
36,360,5.4646381078132375e+23,2.6935830062185216e+24
37,370,5.39570661617003e+23,2.692235404842454e+24
38,380,5.4923187325842474e+23,2.692296149995925e+24
39,390,5.456365551079556e+23,2.6915531786048883e+24
40,400,5.440076295075581e+23,2.6891155528028623e+24
41,410,5.369164301599319e+23,2.6884555066455276e+24
42,420,5.4928046725632646e+23,2.6821677720662077e+24
43,430,5.441759368906617e+23,2.6824160092653333e+24
44,440,5.4328279493010924e+23,2.678765140565139e+24
45,450,5.4429954610172454e+23,2.6777501513664097e+24
46,460,5.458871396182985e+23,2.6818086467083465e+24
47,470,5.468902433899434e+23,2.682772125210866e+24
48,480,5.402095925860805e+23,2.6797642298485274e+24
49,490,5.476775899394119e+23,2.675147201740859e+24
