,epoch,train,val
0,0,5.206373885725267e+23,2.7218418919141106e+24
1,10,5.243995505236878e+23,2.721841891909085e+24
2,20,5.2430310127692035e+23,2.7218418918920726e+24
3,30,5.20551424365709e+23,2.7218418918584677e+24
4,40,5.2476472657109434e+23,2.721841891756026e+24
5,50,5.207228513388655e+23,2.721841891601366e+24
6,60,5.2159166932775845e+23,2.7218418912483316e+24
7,70,5.233703645909493e+23,2.721841890896967e+24
8,80,5.241135654946398e+23,2.721841890035406e+24
9,90,5.230766209698567e+23,2.7218418891270634e+24
