,lr,val_loss
0,0.0001,6.63610541726232e+24
1,0.000325,6.636105417162582e+24
2,0.00055,6.636105416022904e+24
3,0.0007750000000000001,6.636105414798488e+24
4,0.001,6.636105409913891e+24
