,epoch,train,val
0,0,5.527522068000821e+23,2.7031140885076124e+24
1,10,5.489894995207564e+23,2.7030491167086275e+24
2,20,5.498525524803441e+23,2.702353521941855e+24
3,30,5.4619723972837084e+23,2.700500912154902e+24
4,40,5.507430169957801e+23,2.6958602876563453e+24
5,50,5.505695822186396e+23,2.6956451333896614e+24
6,60,5.418385165326388e+23,2.6929363520801784e+24
7,70,5.4820677796165674e+23,2.6902568218648324e+24
8,80,5.393049768347212e+23,2.687418242606523e+24
9,90,5.4445435065168635e+23,2.685362275049876e+24
10,100,5.4511063080906695e+23,2.681616115995609e+24
11,110,5.419021537830014e+23,2.6730723717214304e+24
12,120,5.3887852824850086e+23,2.6694304526108807e+24
13,130,5.3106262157564444e+23,2.652753855933668e+24
14,140,5.329196192162562e+23,2.646980307358275e+24
15,150,5.255414574962516e+23,2.634077136581822e+24
16,160,5.501379348503399e+23,2.699598050990306e+24
17,170,5.49179067006397e+23,2.6932995705174097e+24
18,180,5.5074453754513036e+23,2.6974396918377024e+24
19,190,5.514824856516924e+23,2.6997740372047125e+24
20,200,5.4290516766979094e+23,2.7011852666665036e+24
21,210,5.42985945310603e+23,2.701918505824963e+24
22,220,5.49152374841408e+23,2.7025853011072373e+24
23,230,5.4361122292889786e+23,2.702801808514382e+24
24,240,5.509184914099234e+23,2.702971574091908e+24
25,250,5.517654358786332e+23,2.7030435010388423e+24
26,260,5.488688442101774e+23,2.703080522007815e+24
27,270,5.4811524775670975e+23,2.703097505662252e+24
28,280,5.4888087368480826e+23,2.703098479064631e+24
29,290,5.493901531035883e+23,2.703106911509423e+24
30,300,5.457914431174043e+23,2.7031109235169294e+24
31,310,5.483485970486128e+23,2.703112503159055e+24
32,320,5.48688836540016e+23,2.703113464038064e+24
33,330,5.4982787720390154e+23,2.703113947982951e+24
34,340,5.5026275554255226e+23,2.7031140343087903e+24
35,350,5.509299630808786e+23,2.7031140826695014e+24
36,360,5.467852166457359e+23,2.703114112884554e+24
37,370,5.523739524966068e+23,2.703114124583653e+24
38,380,5.5027336804884816e+23,2.7031141299941236e+24
39,390,5.456446359878362e+23,2.703114132567133e+24
40,400,5.491356802206912e+23,2.703114133615595e+24
41,410,5.5105862768039944e+23,2.7031141341260314e+24
42,420,5.459093357844286e+23,2.703114134358731e+24
43,430,5.469268067546053e+23,2.703114134473958e+24
44,440,5.501359674853023e+23,2.703114134525221e+24
45,450,5.487932136660399e+23,2.7031141345481097e+24
46,460,5.499373591885504e+23,2.703114134558995e+24
47,470,5.412188235879744e+23,2.703114134566021e+24
48,480,5.507951481829208e+23,2.703114134569435e+24
49,490,5.4492660145182496e+23,2.703114134571265e+24
