,epoch,train,val
0,0,5.2155941717298104e+23,2.721841891913958e+24
1,10,5.2073433906325345e+23,2.7218418919138406e+24
2,20,5.215421292979402e+23,2.7218418919135877e+24
3,30,5.2219485828355244e+23,2.721841891908552e+24
4,40,5.238808619498033e+23,2.721841891902373e+24
5,50,5.226090936470471e+23,2.7218418918950147e+24
6,60,5.180422172009593e+23,2.721841891887357e+24
7,70,5.229944491600048e+23,2.7218418918716044e+24
8,80,5.232039068622785e+23,2.721841891849765e+24
9,90,5.1662522039194375e+23,2.721841891842483e+24
