,epoch,train,val
0,0,5.1878597347276766e+23,2.721841891913942e+24
1,10,5.249381630400961e+23,2.7218418919133644e+24
2,20,5.1724966515266426e+23,2.721841891909545e+24
3,30,5.245081692246958e+23,2.721841891903583e+24
4,40,5.2557763067802496e+23,2.721841891893017e+24
5,50,5.2154861377848146e+23,2.721841891878787e+24
6,60,5.243455586831388e+23,2.7218418918357715e+24
7,70,5.184869596524416e+23,2.7218418918021773e+24
8,80,5.221453743692032e+23,2.7218418917448073e+24
9,90,5.240572036025418e+23,2.7218418916508184e+24
