,epoch,train,val
0,0,5.2108626721978606e+23,2.721841891913992e+24
1,10,5.248571836406702e+23,2.721841891913969e+24
2,20,5.21623179996314e+23,2.7218418919139286e+24
3,30,5.177651142538124e+23,2.721841891913872e+24
4,40,5.2544927144095224e+23,2.721841891913778e+24
5,50,5.255733703808764e+23,2.721841891913372e+24
6,60,5.178333690207997e+23,2.721841891912154e+24
7,70,5.243590074405755e+23,2.721841891910896e+24
8,80,5.2036073911283814e+23,2.721841891908991e+24
9,90,5.1930359921491664e+23,2.721841891909078e+24
