,epoch,train,val
0,0,555.2041015625,723.0968831380209
1,10,494.1861633300781,645.983652750651
2,20,440.4465393066406,576.8062337239584
3,30,392.52341308593753,509.6206563313802
4,40,350.19103393554684,462.21173095703125
5,50,312.64503784179686,405.4959208170573
6,60,280.91640625,370.46254475911456
7,70,257.06142883300777,327.1216227213542
8,80,242.81401977539065,300.753168741862
9,90,206.68089599609374,276.85973103841144
10,100,188.3991455078125,252.51110331217447
11,110,171.53103637695312,229.7357940673828
12,120,161.40563354492187,216.2865244547526
13,130,144.88504638671876,199.54478454589844
14,140,136.7747543334961,177.84999084472656
15,150,133.90915069580078,306.0643819173177
16,160,129.83713836669924,161.96910095214844
17,170,110.2562484741211,184.32127888997397
18,180,106.40838317871095,139.2029825846354
19,190,101.13535614013674,131.0854288736979
20,200,103.3187255859375,149.33246612548828
21,210,90.4329818725586,123.069580078125
22,220,99.60577087402343,115.0326436360677
23,230,91.04235076904297,156.31353759765625
24,240,82.67037963867188,118.51900736490886
25,250,79.27776641845703,102.25754038492839
26,260,78.0397964477539,99.45730590820312
27,270,72.18555603027345,99.5343526204427
28,280,66.35554885864258,88.2342898050944
29,290,66.3430320739746,82.96681340535481
30,300,77.02129364013672,129.9265022277832
31,310,61.689231872558594,82.68564732869466
32,320,76.76311645507812,82.54872258504231
33,330,68.66056442260742,80.07684834798177
34,340,64.37281951904296,74.68294906616211
35,350,51.00098495483398,74.29593912760417
36,360,69.02123870849609,67.3027572631836
37,370,55.23221664428711,113.95698801676433
38,380,50.437094116210936,65.2639757792155
39,390,45.63269805908203,64.6986821492513
40,400,48.9581901550293,96.62982813517253
41,410,48.63543853759766,209.19402694702148
42,420,50.36236495971679,58.237188975016274
43,430,47.01940078735351,57.10813522338867
44,440,45.28038787841797,53.65708669026693
45,450,43.91291809082031,50.99740346272787
46,460,41.48387756347656,64.6202786763509
47,470,38.543663787841794,54.00424575805664
48,480,36.6000129699707,57.79152043660482
49,490,34.40923500061035,55.65630022684733
50,500,41.546038436889646,44.50126393636068
51,510,36.27625389099121,45.57235463460287
52,520,32.7146183013916,47.78234545389811
53,530,31.952323532104494,40.42069307963053
54,540,35.542612075805664,40.98615328470866
55,550,31.671981430053712,40.291504542032875
56,560,30.262939071655275,40.377132415771484
57,570,29.30522918701172,50.66449165344238
58,580,32.03780021667481,35.85683631896973
59,590,29.228400039672856,39.69928741455078
60,600,27.65745735168457,35.06438000996908
61,610,27.76049766540527,32.653770446777344
62,620,25.487846755981444,32.60599009195963
63,630,39.672431564331056,30.04376729329427
64,640,24.48676109313965,30.57526143391927
65,650,23.117047882080076,29.245951334635418
66,660,23.287959671020506,30.949689865112305
67,670,25.69670791625977,33.22019958496094
68,680,22.00653495788574,28.921464920043945
69,690,23.893727493286132,26.76260821024577
70,700,24.82607421875,27.217145284016926
71,710,25.510510635375972,26.10580062866211
72,720,20.072268676757815,25.385878562927246
73,730,21.314661026000977,26.19621753692627
74,740,18.602751159667967,22.709521293640137
75,750,18.560490608215332,22.904255231221516
76,760,24.273106575012207,23.974157015482586
77,770,17.2618221282959,22.25310707092285
78,780,16.43379611968994,20.52243487040202
79,790,17.2943416595459,20.88615131378174
80,800,16.141974067687986,30.77553876241048
81,810,15.771265602111814,34.25649801890055
82,820,15.290777397155761,20.59476375579834
83,830,15.81380558013916,19.04411220550537
84,840,15.863658905029297,18.00824038187663
85,850,13.939704704284669,19.221407890319824
86,860,13.880430221557617,18.267433484395344
87,870,12.803244781494142,17.256168365478516
88,880,13.951160430908203,33.75445429484049
89,890,11.933155632019044,15.555740356445312
90,900,12.60468044281006,16.340080897013348
91,910,11.569739151000975,22.66744867960612
92,920,13.684664154052733,14.405682881673178
93,930,13.272595405578613,15.135309855143229
94,940,12.354553985595702,15.11989688873291
95,950,11.429533767700196,13.49383513132731
96,960,10.810808753967285,14.089421908060709
97,970,11.299435424804686,12.54629929860433
98,980,10.425570106506347,13.341068267822266
99,990,10.329604530334473,13.510934511820475
100,1000,9.566201400756835,13.075000762939453
101,1010,10.10409507751465,12.658652305603027
102,1020,9.498770332336425,11.683840115865072
103,1030,10.654555892944337,12.178162733713785
104,1040,9.099949264526366,12.134977658589682
105,1050,8.971212005615234,13.288239161173502
106,1060,10.641963958740234,12.274033705393473
107,1070,8.598559284210204,14.885599295298258
108,1080,8.85020408630371,16.75206772486369
109,1090,8.225302028656005,10.133573214213053
110,1100,9.154583644866943,11.135287443796793
111,1110,8.213402938842773,9.625863552093506
112,1120,8.396075248718262,9.805276075998941
113,1130,8.327859115600585,9.971395492553711
114,1140,8.720205116271973,9.841002146402994
115,1150,7.739063167572022,9.620537598927816
116,1160,7.522201633453369,9.682894865671793
117,1170,7.401578521728516,8.593534310658773
118,1180,7.27585859298706,9.10149590174357
119,1190,7.463230895996094,9.149014155069986
120,1200,7.246657180786133,9.29553190867106
121,1210,7.136992645263672,8.832293510437012
122,1220,7.134155654907227,8.721885681152344
123,1230,6.662775611877441,7.9445540110270185
124,1240,6.354270076751709,8.20119333267212
125,1250,7.186384010314941,8.249024232228598
126,1260,6.911732482910157,7.531072934468587
127,1270,6.1419612884521495,8.120798905690512
128,1280,6.582888412475586,7.673538684844971
129,1290,6.42239351272583,7.940141677856445
130,1300,6.1482351303100575,7.681224505106608
131,1310,7.171851062774659,7.187922954559326
132,1320,5.906135559082031,7.555679639180501
133,1330,5.938958930969239,9.221987088521322
