,epoch,train,val
0,0,556.2861938476562,745.0152384440104
1,10,487.75407714843755,652.0931091308594
2,20,428.61376953125,570.217051188151
3,30,377.1045776367188,494.1170247395833
4,40,328.2412963867188,441.5388692220052
5,50,294.3409057617188,384.37762451171875
6,60,259.6617828369141,341.779047648112
7,70,237.36825866699218,294.1221008300781
8,80,211.6219909667969,267.3554280598958
9,90,194.28780517578122,231.3477986653646
10,100,168.8666961669922,224.90337626139322
11,110,158.96321716308594,200.66148376464844
12,120,144.52915954589844,182.03148142496744
13,130,141.3143569946289,162.80398813883463
14,140,127.61796417236329,154.44678497314453
15,150,121.42939147949218,142.64575958251953
16,160,121.54818115234374,137.7220204671224
17,170,106.55472717285156,123.85095469156902
18,180,104.02203063964842,125.08394368489583
19,190,95.31836547851562,111.1465581258138
20,200,96.0163604736328,112.90279897054036
21,210,87.98228912353515,101.92075093587239
22,220,89.41668853759765,101.2617301940918
23,230,82.50789947509766,98.28096516927083
24,240,83.70386962890625,93.21571477254231
25,250,81.41969070434571,93.05710093180339
26,260,75.09591522216797,83.52215321858723
27,270,70.97848739624023,79.94537099202473
28,280,70.68767852783202,74.62862396240234
29,290,75.26776733398437,71.53108469645183
30,300,73.39535903930664,82.75086085001628
31,310,66.87371597290038,70.1014289855957
32,320,64.09405899047852,70.23300043741862
33,330,62.15219192504883,72.84044647216797
34,340,62.577918243408206,67.1046651204427
35,350,58.98088302612305,68.74932479858398
36,360,58.77058334350586,65.12179311116536
37,370,57.88151931762695,63.70002365112305
38,380,55.43893661499024,65.50024032592773
39,390,58.66947937011719,60.97161992390951
40,400,52.726873779296874,65.4916280110677
41,410,52.160189056396476,60.72652943929037
42,420,48.02635269165039,64.81440099080403
43,430,47.46841812133789,63.089152018229164
44,440,43.457864379882814,57.01808738708496
45,450,43.887342071533205,58.38336181640625
46,460,44.51331100463867,53.502906799316406
47,470,45.26294860839843,51.098289489746094
48,480,47.40586395263672,54.94505055745443
49,490,45.65901336669922,49.06590270996094
50,500,43.33404693603515,48.57743136088053
51,510,35.75327835083008,47.4724235534668
52,520,43.66525650024414,47.34939193725586
53,530,35.941583251953126,40.444367090861
54,540,37.76482620239258,42.079322814941406
55,550,34.64359893798828,42.77948188781738
56,560,35.7303150177002,43.05006408691406
57,570,35.0917163848877,40.66100947062174
58,580,29.914315795898435,40.903340657552086
59,590,32.41446151733398,39.92080561319987
60,600,30.89034996032715,36.45487149556478
61,610,33.708357620239255,38.50141207377116
62,620,30.045119094848637,36.8478094736735
63,630,28.536760330200195,34.82983716328939
64,640,27.091479492187503,35.71716181437174
65,650,29.11764602661133,32.4980525970459
66,660,24.93776626586914,30.23355229695638
67,670,23.389991760253906,34.767537434895836
68,680,24.720473480224605,30.090343475341797
69,690,23.593452835083006,31.12578837076823
70,700,23.930446243286134,29.349437713623047
71,710,23.35781898498535,28.211018244425457
72,720,21.710821533203127,27.381859461466473
73,730,20.717654037475587,26.641979217529297
74,740,21.388648223876956,26.011938730875652
75,750,20.41914596557617,24.26508331298828
76,760,20.06390953063965,24.95599587758382
77,770,20.250050735473632,24.8177064259847
78,780,19.140860366821286,23.125854174296062
79,790,18.49673042297363,23.741002718607586
80,800,18.32030792236328,21.640896479288738
81,810,17.85463523864746,21.918773969014484
82,820,17.907789993286134,21.380757331848145
83,830,16.02659492492676,21.09514586130778
84,840,15.502076530456543,20.70798937479655
85,850,15.781935691833496,19.272002855936687
86,860,14.772145462036132,19.749902089436848
87,870,14.260706520080568,18.65056324005127
88,880,14.327201843261719,17.11685562133789
89,890,13.300120162963868,17.97348117828369
90,900,12.79106330871582,16.94724718729655
91,910,13.087397384643555,18.333897908528645
92,920,12.6044002532959,16.324155807495117
93,930,12.291127586364746,15.743202845255533
94,940,11.810137367248537,15.870911916097006
95,950,11.573301887512208,15.669241269429525
96,960,11.403576469421386,14.750125885009766
97,970,10.889998435974121,14.674110730489096
98,980,10.68586540222168,13.538567860921225
99,990,10.24822654724121,14.648659706115723
100,1000,10.07389850616455,13.564035415649414
