i,j,k,q,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
124,842,270900.0,86116533.436,86116533.436,22450612.383,561708.103,1281.173,56723.836,11216.79,5900.985,1592475.755,127001456.145,19.277
124,842,271000.0,22450612.383,86116533.436,22450612.383,561708.103,1281.173,56723.836,11216.79,5900.985,1592475.755,127001456.145,19.277
124,842,271121.0,127001456.145,86116533.436,22450612.383,561708.103,1281.173,56723.836,11216.79,5900.985,1592475.755,127001456.145,19.277
124,842,300490.0,56723.836,86116533.436,22450612.383,561708.103,1281.173,56723.836,11216.79,5900.985,1592475.755,127001456.145,19.277
124,842,847330.0,11216.79,86116533.436,22450612.383,561708.103,1281.173,56723.836,11216.79,5900.985,1592475.755,127001456.145,19.277
124,842,852520.0,5900.985,86116533.436,22450612.383,561708.103,1281.173,56723.836,11216.79,5900.985,1592475.755,127001456.145,19.277
124,842,854211.0,1281.173,86116533.436,22450612.383,561708.103,1281.173,56723.836,11216.79,5900.985,1592475.755,127001456.145,19.277
124,842,870323.0,561708.103,86116533.436,22450612.383,561708.103,1281.173,56723.836,11216.79,5900.985,1592475.755,127001456.145,19.277
124,842,870324.0,1592475.755,86116533.436,22450612.383,561708.103,1281.173,56723.836,11216.79,5900.985,1592475.755,127001456.145,19.277
124,842,870332.0,19.277,86116533.436,22450612.383,561708.103,1281.173,56723.836,11216.79,5900.985,1592475.755,127001456.145,19.277
156,842,270900.0,1161560.201,1161560.201,444359.471,56.438,1887.743,918.424,298814.685,47006.98,25.43,0.0,0.0
156,842,271000.0,444359.471,1161560.201,444359.471,56.438,1887.743,918.424,298814.685,47006.98,25.43,0.0,0.0
156,842,300490.0,918.424,1161560.201,444359.471,56.438,1887.743,918.424,298814.685,47006.98,25.43,0.0,0.0
156,842,847330.0,298814.685,1161560.201,444359.471,56.438,1887.743,918.424,298814.685,47006.98,25.43,0.0,0.0
156,842,852520.0,47006.98,1161560.201,444359.471,56.438,1887.743,918.424,298814.685,47006.98,25.43,0.0,0.0
156,842,854211.0,1887.743,1161560.201,444359.471,56.438,1887.743,918.424,298814.685,47006.98,25.43,0.0,0.0
