i,j
124,842
842,124
484,842
392,842
842,484
156,842
156,344
276,842
156,392
842,392
276,826
826,842
392,156
528,276
276,528
56,276
842,826
410,842
826,276
276,40
276,56
842,276
528,56
392,410
276,724
392,344
410,156
56,528
826,372
842,410
842,156
40,276
528,826
458,842
372,842
56,826
826,528
842,528
344,156
458,702
156,410
372,826
76,842
842,702
203,276
410,392
156,276
826,56
702,842
276,616
276,203
392,276
56,842
724,276
764,842
372,56
862,842
156,826
392,826
276,156
616,276
360,392
392,764
702,458
392,702
842,56
842,36
36,392
276,752
724,826
682,842
842,344
376,842
724,620
826,724
276,392
348,276
842,76
392,458
372,276
276,208
608,842
458,392
702,344
410,344
682,392
784,392
764,392
528,842
208,276
392,528
344,842
752,842
360,842
156,528
392,36
392,124
752,276
392,608
156,702
156,124
682,410
643,528
702,156
56,724
528,724
752,826
36,842
156,36
608,392
208,752
792,276
643,276
643,804
643,156
36,410
826,752
458,156
724,842
702,392
124,392
566,842
156,458
826,392
620,724
170,842
826,124
246,276
360,702
458,344
643,112
764,702
752,208
484,124
208,826
32,76
643,842
410,826
36,156
620,276
410,276
360,410
214,842
364,392
410,702
246,826
826,208
643,826
528,752
752,246
246,842
156,724
752,528
710,842
724,528
703,276
752,56
40,842
702,360
56,442
458,764
702,276
826,344
634,392
702,410
764,156
643,616
784,410
112,643
36,554
246,752
124,826
764,344
72,826
414,392
702,764
152,842
40,826
458,410
724,56
792,842
360,156
682,702
410,458
203,703
208,842
344,826
368,842
36,826
710,826
372,392
792,826
372,528
826,36
804,643
76,528
32,842
410,608
528,208
56,376
410,360
124,156
344,702
32,152
643,246
764,458
554,36
246,643
458,528
40,348
24,842
702,608
76,276
188,842
56,752
620,826
682,156
458,826
702,826
410,484
710,72
410,124
203,826
764,826
76,156
203,40
702,528
458,276
710,392
705,276
12,842
643,92
704,392
528,40
608,702
704,842
36,702
410,36
410,528
702,704
586,842
710,276
608,156
348,40
643,398
702,36
608,344
372,724
50,842
76,484
703,203
76,32
12,724
528,616
724,484
360,36
124,484
643,792
208,528
360,458
554,842
344,458
642,276
616,826
608,276
752,724
76,392
458,36
218,842
40,203
376,56
340,842
344,276
56,156
56,40
203,616
124,276
364,156
604,842
528,392
780,842
398,60
76,826
752,392
634,410
528,643
512,392
246,528
40,724
414,410
56,392
442,276
152,392
76,56
203,528
608,458
208,392
36,344
144,842
608,826
512,410
616,528
528,372
764,276
360,826
784,364
344,410
414,842
344,608
360,276
752,156
616,203
764,528
764,36
760,512
554,392
608,410
795,804
12,528
36,764
40,528
266,842
348,842
458,360
784,512
764,360
348,826
208,246
724,504
620,842
360,528
203,842
764,410
208,724
398,643
600,76
124,410
76,152
484,724
344,392
682,724
704,156
484,392
348,528
360,764
360,344
116,842
784,702
724,792
96,392
36,360
724,300
414,702
344,784
764,56
682,528
616,752
376,826
434,724
616,643
764,608
434,276
376,276
36,682
124,56
752,616
512,156
504,724
682,710
616,56
620,56
360,724
12,792
76,643
724,616
616,842
246,156
804,792
784,764
704,36
246,56
710,56
152,156
566,724
484,276
792,724
752,643
760,276
372,752
40,616
300,276
344,528
344,376
446,842
512,764
32,724
792,643
40,705
40,56
76,724
710,528
36,458
364,410
442,56
724,40
246,208
124,528
40,156
170,862
246,724
608,528
376,344
32,156
703,40
616,804
608,764
566,360
246,233
616,208
320,842
682,764
634,702
344,56
682,826
792,528
348,56
344,764
32,528
372,124
620,528
398,156
203,348
246,392
512,784
616,348
208,616
710,516
348,752
180,56
203,56
566,76
704,702
682,360
152,484
40,703
376,528
12,124
642,826
24,156
784,344
76,410
364,710
818,842
704,276
12,76
792,376
604,826
682,608
50,826
233,246
384,528
208,56
705,191
442,826
372,40
203,724
372,410
208,372
348,724
152,826
788,276
484,826
598,36
710,748
616,40
372,36
784,826
124,344
124,36
104,764
586,826
170,218
364,792
804,276
376,392
862,170
364,784
616,724
784,842
554,156
300,826
703,616
792,56
50,276
484,528
348,616
704,826
710,716
484,156
608,484
784,682
703,348
705,40
710,156
554,826
533,842
348,642
566,392
348,203
152,410
804,156
191,70
862,214
642,842
32,484
710,724
32,276
144,826
368,400
608,124
152,76
414,528
484,170
504,826
434,792
400,842
470,702
484,76
364,724
191,276
554,410
484,862
203,643
440,643
792,300
440,826
862,76
642,792
440,276
792,682
222,842
368,124
818,826
400,368
604,156
300,842
233,752
760,792
100,276
792,642
862,724
887,764
804,842
484,56
484,320
12,56
804,348
566,56
862,124
804,826
376,792
586,156
32,858
586,276
792,12
704,410
376,156
32,604
620,24
566,276
152,528
480,826
100,792
716,710
558,842
512,364
112,428
804,616
368,528
300,100
634,842
748,384
376,764
24,56
112,826
364,702
348,703
414,360
348,643
760,682
586,344
203,752
376,724
152,276
862,484
100,300
12,276
398,784
608,36
320,222
642,40
384,566
705,70
566,620
152,604
226,842
804,724
48,842
554,276
858,76
804,818
860,826
792,784
440,428
704,56
470,842
96,410
300,196
44,842
32,818
116,344
32,364
178,410
642,348
862,218
642,528
512,702
704,368
504,276
634,784
226,724
96,764
191,705
352,276
642,156
703,528
788,56
233,643
784,56
364,300
32,392
504,842
352,826
428,826
634,764
784,156
218,604
414,156
704,528
12,826
218,170
364,608
384,842
788,724
442,528
388,842
604,392
428,276
104,842
620,752
191,40
446,156
887,410
233,276
887,156
426,842
170,276
704,344
192,124
642,300
152,724
112,276
300,792
703,826
12,620
566,384
894,826
120,724
591,842
100,826
170,604
222,320
620,40
804,642
96,842
368,724
705,842
508,56
566,710
442,724
862,780
480,842
428,752
554,124
24,392
300,724
192,528
862,528
804,528
398,616
68,76
48,682
226,156
300,8
398,276
566,768
398,364
860,643
798,752
788,434
414,826
116,826
512,842
760,784
504,392
516,710
516,826
705,643
170,484
703,56
288,826
862,188
100,842
634,682
352,528
554,56
554,344
398,804
24,724
554,458
364,276
188,528
804,703
804,498
442,842
780,388
440,208
705,616
152,218
31,203
218,410
233,428
620,208
96,36
364,752
300,643
300,642
100,56
50,56
862,192
300,528
112,616
604,276
600,32
112,528
470,826
598,392
192,643
760,724
300,807
703,392
112,804
705,826
760,528
818,724
116,276
320,340
440,752
642,56
591,218
591,320
634,818
304,208
408,156
434,788
368,76
50,528
398,842
144,56
498,643
554,608
440,842
512,458
586,410
196,826
112,440
332,842
818,276
642,724
604,152
470,276
188,320
566,40
384,724
604,724
703,724
760,12
352,842
170,56
233,826
112,156
818,156
368,504
72,710
807,276
887,458
703,842
818,760
404,800
408,392
760,422
760,191
96,156
434,826
586,724
504,56
170,528
300,36
554,484
398,792
504,528
170,724
512,682
404,826
887,842
496,156
170,591
188,203
178,156
96,702
144,276
120,528
218,643
760,826
400,682
508,716
170,826
705,203
788,826
818,528
100,724
440,616
748,710
398,528
188,156
384,56
434,300
642,344
170,392
760,842
170,376
705,348
591,862
604,76
440,528
440,233
634,156
68,842
170,124
218,276
586,56
834,826
818,682
446,276
180,842
384,276
288,528
24,276
504,702
28,276
516,24
191,842
384,466
620,372
586,528
586,124
233,208
188,276
705,528
780,52
760,203
191,430
242,842
188,826
788,528
222,340
242,36
68,862
604,410
50,724
428,440
188,484
470,156
218,591
512,608
178,842
818,300
703,804
398,92
516,724
440,112
404,842
188,558
450,842
716,826
414,682
600,858
12,788
100,642
226,124
388,124
144,392
428,208
524,842
188,372
604,170
70,191
496,842
368,40
504,76
92,804
858,842
48,410
24,410
31,376
748,842
233,440
192,724
266,156
591,276
188,591
604,528
780,862
188,340
604,218
120,842
426,710
430,276
604,124
320,188
188,222
428,643
446,344
233,528
340,222
12,818
400,826
512,724
12,504
384,854
586,392
233,842
591,340
104,826
324,410
591,222
598,156
328,842
388,528
68,170
384,288
894,710
384,643
634,608
440,804
512,554
140,56
446,826
414,704
320,558
818,422
188,392
136,724
634,724
384,826
434,40
48,392
887,702
44,724
100,807
894,682
428,233
352,208
598,276
591,300
591,410
818,400
442,792
388,826
400,760
740,842
428,842
233,804
50,392
188,458
178,276
96,458
104,156
352,724
178,780
144,643
218,392
591,188
818,792
591,214
716,276
807,300
442,752
400,376
328,124
442,40
780,124
414,764
404,528
598,842
716,894
288,842
716,508
144,784
470,484
70,276
222,558
834,392
858,32
586,792
586,36
748,508
504,156
288,276
324,56
858,276
591,616
100,528
858,156
222,188
24,764
422,760
104,392
112,842
422,682
50,124
100,643
100,40
52,320
504,484
50,760
788,12
214,332
442,620
48,144
795,31
368,300
716,392
120,156
266,780
104,702
716,842
780,484
31,724
404,834
400,156
428,528
388,276
414,144
50,344
686,466
48,784
368,392
442,616
320,484
144,528
400,784
112,76
795,792
51,56
690,826
422,784
116,702
192,156
454,842
512,826
780,724
352,620
788,842
196,616
218,528
50,752
860,410
324,724
558,222
218,222
324,643
191,643
516,842
116,392
368,360
340,320
470,392
478,724
196,300
788,368
51,376
191,348
320,410
368,710
854,288
418,764
72,716
218,152
780,328
48,512
31,792
807,842
540,392
598,702
324,842
120,276
384,616
780,214
31,268
598,826
508,276
400,392
887,682
352,392
288,56
858,826
584,300
858,484
31,643
104,276
442,203
180,246
417,643
860,842
430,616
470,56
48,634
860,398
716,528
600,136
144,702
218,56
50,208
591,392
340,124
434,504
214,124
324,372
48,826
470,434
68,604
48,702
860,392
191,826
50,702
498,804
860,792
320,124
104,458
112,348
320,591
51,826
478,392
470,410
858,724
266,702
434,528
422,368
120,826
408,76
340,276
591,458
218,724
634,36
788,792
686,288
178,392
144,760
218,862
417,784
214,56
144,124
48,156
887,392
116,704
266,710
834,528
762,348
748,156
84,842
242,826
191,392
795,398
894,764
446,528
795,642
96,554
144,462
191,300
268,792
288,392
48,834
508,710
196,440
112,233
48,450
807,191
478,276
288,724
214,826
480,450
858,600
191,807
268,643
428,246
178,724
70,705
51,643
762,643
768,288
600,170
800,404
584,764
470,344
795,842
328,826
422,842
480,276
598,360
716,72
591,56
860,50
887,608
780,740
894,392
214,528
233,724
498,642
418,704
780,826
231,262
462,842
242,392
858,152
430,208
31,842
478,56
434,56
562,566
258,392
24,620
800,528
498,276
400,422
780,528
120,56
716,454
788,504
324,804
434,760
894,834
780,170
24,702
400,12
104,50
446,124
233,56
540,36
860,417
268,826
600,152
858,376
748,716
231,276
834,56
204,566
748,410
858,458
558,188
428,76
454,276
454,710
508,724
748,826
508,454
31,300
434,620
104,410
214,276
646,360
258,344
748,800
480,56
51,842
422,792
320,276
226,620
858,528
600,842
266,76
222,591
807,528
196,276
31,364
496,643
887,360
858,364
430,156
408,682
768,204
320,682
404,276
894,180
340,56
266,352
352,616
659,842
266,410
800,56
320,214
324,276
670,300
690,682
450,276
44,484
694,56
120,566
178,76
508,528
268,300
524,276
84,826
116,528
800,826
388,156
192,364
430,842
428,804
404,706
192,84
178,764
860,276
894,818
408,764
498,842
340,392
768,466
222,276
860,616
226,392
352,566
422,400
400,458
275,616
31,276
231,392
508,620
288,204
498,112
887,710
430,50
72,842
533,862
600,792
800,710
231,826
598,410
716,724
558,340
324,826
192,214
422,414
120,148
454,826
584,616
762,792
44,276
320,392
70,300
834,276
470,724
860,364
417,398
694,276
670,724
417,156
24,780
70,40
860,56
583,764
340,616
51,364
214,392
268,795
408,484
222,484
516,276
352,56
882,36
352,124
562,288
68,826
214,340
288,792
598,554
480,724
8,300
52,842
540,724
20,724
31,40
258,842
60,752
834,404
328,388
266,566
686,270
214,724
404,646
231,682
470,348
404,586
266,392
686,56
422,818
96,360
417,842
466,470
533,484
450,480
68,152
894,72
44,702
462,144
686,724
430,300
686,384
51,276
196,528
340,528
52,203
120,620
404,178
466,686
340,188
268,724
242,554
68,32
96,826
266,36
31,470
498,724
807,826
740,352
116,458
894,528
268,31
388,392
196,784
404,716
116,372
740,124
192,392
422,360
52,826
104,124
686,478
92,842
516,156
44,600
795,643
408,276
598,764
196,422
31,642
422,56
533,76
388,752
404,818
422,364
196,818
422,12
422,826
480,392
68,392
196,643
450,392
450,826
192,620
180,392
558,320
417,860
288,804
480,528
328,620
562,392
192,484
196,760
466,384
222,124
768,854
116,156
268,51
44,320
690,480
44,300
288,156
288,372
340,826
120,458
558,484
192,276
178,620
540,410
662,826
716,156
426,124
418,826
324,124
8,276
762,616
533,528
686,204
196,842
795,203
454,392
231,842
740,528
52,780
116,724
454,818
24,528
222,214
558,124
834,842
690,842
196,376
178,702
418,276
388,288
894,716
288,76
328,780
807,705
508,40
807,100
16,360
96,608
508,826
214,410
807,56
894,156
466,764
320,84
44,826
388,724
44,616
324,642
226,764
795,51
72,376
180,724
462,826
466,288
446,208
800,276
196,792
598,608
340,484
268,705
748,124
178,360
480,620
72,620
450,702
408,344
446,724
800,344
690,276
340,724
68,484
478,566
496,410
204,360
624,764
328,56
516,392
148,620
690,724
212,826
762,703
268,842
740,56
324,156
748,404
600,528
478,643
800,724
92,724
222,826
686,624
583,842
388,780
480,690
90,392
52,388
192,398
508,344
690,764
450,724
454,616
795,364
480,710
480,344
598,56
600,604
762,100
340,388
296,392
408,50
508,392
740,392
548,764
222,643
795,276
686,528
516,528
807,70
762,203
214,192
600,344
690,392
694,50
748,36
662,842
116,752
446,392
834,682
496,36
136,76
800,392
516,56
214,484
268,276
854,170
762,12
583,392
686,276
807,8
304,276
686,324
116,124
598,528
430,792
417,792
516,124
600,68
748,554
242,882
204,156
834,894
585,842
670,842
524,826
446,752
231,376
454,528
90,156
834,180
52,616
226,120
748,764
430,440
768,566
70,842
60,528
558,826
670,826
854,862
834,724
44,188
92,826
316,392
834,372
533,222
328,724
60,724
768,562
388,484
418,56
462,764
558,276
72,56
795,268
204,288
204,764
242,16
498,300
478,288
68,528
51,784
92,76
90,410
600,156
562,842
800,620
231,586
800,646
44,360
268,804
800,842
328,52
478,120
558,643
478,620
768,36
450,56
262,231
292,276
51,528
854,384
68,124
96,724
466,724
882,16
70,807
268,642
498,410
204,586
44,222
70,818
140,724
450,124
516,72
304,156
462,392
328,528
180,156
304,392
275,400
108,50
533,591
408,604
740,780
231,56
478,384
308,842
558,724
454,643
887,404
304,842
52,662
242,344
72,276
242,776
222,392
446,702
740,328
498,40
51,268
136,320
90,608
478,156
454,620
626,50
408,643
418,528
498,348
408,152
646,404
454,508
466,276
533,724
408,12
562,56
498,12
408,566
148,276
768,554
222,203
408,724
478,372
417,762
52,328
450,156
706,566
768,710
762,233
706,512
417,392
768,724
466,704
450,528
180,620
646,528
52,670
70,528
212,388
854,702
316,344
204,504
92,764
28,288
585,392
92,484
562,710
540,246
275,842
418,156
768,56
426,56
548,410
132,620
328,740
540,842
242,620
496,826
72,894
478,12
795,724
690,450
231,528
304,764
231,784
646,344
204,562
740,388
430,724
466,56
674,826
204,466
854,768
51,804
70,348
854,392
533,56
60,842
417,428
328,28
454,56
180,276
454,404
498,826
417,364
450,344
670,360
52,308
466,620
466,324
8,842
132,826
854,764
308,528
854,50
204,120
204,724
108,276
454,608
262,818
20,276
328,344
84,392
292,344
450,764
674,724
776,392
52,28
496,392
706,48
304,352
646,56
662,780
659,826
84,388
4,246
292,724
242,702
90,764
308,188
740,52
70,56
332,124
60,320
584,276
462,702
417,724
562,724
418,392
540,710
558,528
540,566
52,76
882,842
524,392
662,52
242,258
70,792
496,484
762,56
740,710
270,826
670,792
706,414
226,276
204,768
690,528
60,144
212,842
52,740
72,300
762,410
296,764
258,540
418,724
148,842
92,112
762,826
524,124
304,826
140,620
417,31
316,583
533,826
548,360
308,566
174,276
4,276
92,56
670,780
776,842
72,800
60,616
72,124
8,807
174,842
584,842
524,156
646,156
558,392
462,276
584,392
328,156
28,724
562,204
646,276
462,12
417,804
292,56
706,682
670,52
854,562
740,826
659,124
140,276
292,826
4,643
854,466
562,384
304,124
646,398
4,56
496,124
496,528
292,300
796,842
51,344
562,360
108,56
562,528
180,716
242,296
92,268
60,702
96,124
258,554
670,662
533,218
270,458
275,528
92,710
524,56
8,792
740,276
548,392
51,156
84,124
694,842
140,360
430,360
524,702
659,620
524,724
496,344
148,724
662,212
180,191
84,372
242,548
226,76
90,702
646,826
180,50
8,818
258,36
496,276
540,548
242,798
212,28
646,842
8,40
690,364
694,826
180,72
524,528
882,554
332,214
8,56
496,804
84,780
90,704
90,344
180,894
646,800
4,50
174,702
92,36
690,384
624,208
308,662
140,344
520,410
332,276
624,620
90,458
212,328
132,842
92,862
84,410
148,616
533,364
548,842
580,484
674,56
418,842
8,528
533,124
540,242
548,36
8,36
580,826
136,842
585,608
8,826
624,566
690,56
882,392
678,528
316,410
16,36
16,392
20,410
426,826
308,276
270,276
292,470
670,28
520,566
4,12
258,276
148,203
584,608
60,124
226,826
520,372
524,50
84,214
270,426
882,276
418,124
706,818
678,516
136,124
108,528
212,659
140,842
174,528
308,52
659,276
258,124
212,780
562,826
304,752
275,682
270,56
108,646
662,308
520,36
84,52
60,484
332,56
694,710
226,504
580,344
662,670
212,52
626,276
670,388
64,50
148,504
332,724
292,818
308,56
646,724
548,704
548,702
84,276
646,642
624,410
562,894
4,422
4,818
308,780
462,344
316,608
706,764
292,112
4,392
258,56
626,132
674,616
674,620
694,124
308,659
8,724
60,188
332,826
706,156
16,344
462,834
84,56
462,528
646,108
258,410
148,156
84,484
796,124
292,268
258,826
678,620
646,180
694,208
148,191
20,12
136,826
674,842
60,826
140,156
174,826
140,792
270,724
84,328
60,76
28,842
580,392
136,566
212,392
520,554
140,392
212,662
292,76
520,528
28,328
548,598
548,344
308,28
584,344
583,316
28,826
462,724
4,788
548,540
148,50
304,458
662,28
4,208
140,40
4,170
108,826
304,620
548,242
462,124
148,792
308,212
4,792
776,300
212,372
