i,j,k,q,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
124,842,270900.0,1896215.142,1896215.142,2825.339,16828812.695,29498.003,702167.151,1683.292,7367.277,962.532,65.49,796.031
124,842,271000.0,16828812.695,1896215.142,2825.339,16828812.695,29498.003,702167.151,1683.292,7367.277,962.532,65.49,796.031
124,842,847192.0,962.532,1896215.142,2825.339,16828812.695,29498.003,702167.151,1683.292,7367.277,962.532,65.49,796.031
124,842,847193.0,796.031,1896215.142,2825.339,16828812.695,29498.003,702167.151,1683.292,7367.277,962.532,65.49,796.031
124,842,847330.0,29498.003,1896215.142,2825.339,16828812.695,29498.003,702167.151,1683.292,7367.277,962.532,65.49,796.031
124,842,852520.0,7367.277,1896215.142,2825.339,16828812.695,29498.003,702167.151,1683.292,7367.277,962.532,65.49,796.031
124,842,854211.0,2825.339,1896215.142,2825.339,16828812.695,29498.003,702167.151,1683.292,7367.277,962.532,65.49,796.031
124,842,870323.0,702167.151,1896215.142,2825.339,16828812.695,29498.003,702167.151,1683.292,7367.277,962.532,65.49,796.031
124,842,870324.0,1683.292,1896215.142,2825.339,16828812.695,29498.003,702167.151,1683.292,7367.277,962.532,65.49,796.031
124,842,880240.0,65.49,1896215.142,2825.339,16828812.695,29498.003,702167.151,1683.292,7367.277,962.532,65.49,796.031
842,124,270900.0,793440.124,793440.124,5075.056,3407308.228,29872.949,450518.972,320276.524,4193.381,31637.51,299.424,4264.714
842,124,271000.0,3407308.228,793440.124,5075.056,3407308.228,29872.949,450518.972,320276.524,4193.381,31637.51,299.424,4264.714
842,124,847192.0,31637.51,793440.124,5075.056,3407308.228,29872.949,450518.972,320276.524,4193.381,31637.51,299.424,4264.714
842,124,847193.0,4264.714,793440.124,5075.056,3407308.228,29872.949,450518.972,320276.524,4193.381,31637.51,299.424,4264.714
842,124,847330.0,29872.949,793440.124,5075.056,3407308.228,29872.949,450518.972,320276.524,4193.381,31637.51,299.424,4264.714
842,124,852520.0,4193.381,793440.124,5075.056,3407308.228,29872.949,450518.972,320276.524,4193.381,31637.51,299.424,4264.714
842,124,854211.0,5075.056,793440.124,5075.056,3407308.228,29872.949,450518.972,320276.524,4193.381,31637.51,299.424,4264.714
842,124,870323.0,450518.972,793440.124,5075.056,3407308.228,29872.949,450518.972,320276.524,4193.381,31637.51,299.424,4264.714
842,124,870324.0,320276.524,793440.124,5075.056,3407308.228,29872.949,450518.972,320276.524,4193.381,31637.51,299.424,4264.714
842,124,880240.0,299.424,793440.124,5075.056,3407308.228,29872.949,450518.972,320276.524,4193.381,31637.51,299.424,4264.714
484,842,270900.0,62056648.426,62056648.426,1795.086,3535517.46,34290.741,741633.498,611970.475,9750.942,105835.443,63.254,4763.047
484,842,271000.0,3535517.46,62056648.426,1795.086,3535517.46,34290.741,741633.498,611970.475,9750.942,105835.443,63.254,4763.047
484,842,847192.0,105835.443,62056648.426,1795.086,3535517.46,34290.741,741633.498,611970.475,9750.942,105835.443,63.254,4763.047
484,842,847193.0,4763.047,62056648.426,1795.086,3535517.46,34290.741,741633.498,611970.475,9750.942,105835.443,63.254,4763.047
484,842,847330.0,34290.741,62056648.426,1795.086,3535517.46,34290.741,741633.498,611970.475,9750.942,105835.443,63.254,4763.047
484,842,852520.0,9750.942,62056648.426,1795.086,3535517.46,34290.741,741633.498,611970.475,9750.942,105835.443,63.254,4763.047
484,842,854211.0,1795.086,62056648.426,1795.086,3535517.46,34290.741,741633.498,611970.475,9750.942,105835.443,63.254,4763.047
484,842,870323.0,741633.498,62056648.426,1795.086,3535517.46,34290.741,741633.498,611970.475,9750.942,105835.443,63.254,4763.047
484,842,870324.0,611970.475,62056648.426,1795.086,3535517.46,34290.741,741633.498,611970.475,9750.942,105835.443,63.254,4763.047
484,842,880240.0,63.254,62056648.426,1795.086,3535517.46,34290.741,741633.498,611970.475,9750.942,105835.443,63.254,4763.047
392,842,271000.0,715050.621,0.0,4735.393,715050.621,57760.981,2613759.486,546635.058,4584.436,92627.337,0.0,12701.617
392,842,847192.0,92627.337,0.0,4735.393,715050.621,57760.981,2613759.486,546635.058,4584.436,92627.337,0.0,12701.617
392,842,847193.0,12701.617,0.0,4735.393,715050.621,57760.981,2613759.486,546635.058,4584.436,92627.337,0.0,12701.617
392,842,847330.0,57760.981,0.0,4735.393,715050.621,57760.981,2613759.486,546635.058,4584.436,92627.337,0.0,12701.617
392,842,852520.0,4584.436,0.0,4735.393,715050.621,57760.981,2613759.486,546635.058,4584.436,92627.337,0.0,12701.617
392,842,854211.0,4735.393,0.0,4735.393,715050.621,57760.981,2613759.486,546635.058,4584.436,92627.337,0.0,12701.617
392,842,870323.0,2613759.486,0.0,4735.393,715050.621,57760.981,2613759.486,546635.058,4584.436,92627.337,0.0,12701.617
392,842,870324.0,546635.058,0.0,4735.393,715050.621,57760.981,2613759.486,546635.058,4584.436,92627.337,0.0,12701.617
842,484,270900.0,3746.129,3746.129,3449.796,14028958.889,19003.151,138188.345,99609.603,8292.172,14817.846,125.37,5093.655
842,484,271000.0,14028958.889,3746.129,3449.796,14028958.889,19003.151,138188.345,99609.603,8292.172,14817.846,125.37,5093.655
842,484,847192.0,14817.846,3746.129,3449.796,14028958.889,19003.151,138188.345,99609.603,8292.172,14817.846,125.37,5093.655
842,484,847193.0,5093.655,3746.129,3449.796,14028958.889,19003.151,138188.345,99609.603,8292.172,14817.846,125.37,5093.655
842,484,847330.0,19003.151,3746.129,3449.796,14028958.889,19003.151,138188.345,99609.603,8292.172,14817.846,125.37,5093.655
842,484,852520.0,8292.172,3746.129,3449.796,14028958.889,19003.151,138188.345,99609.603,8292.172,14817.846,125.37,5093.655
