iso_code,pop,cpi,emp
533,101362.0,8.9559870517779,5.78
4,27722281.0,26.4186641547444,11.11
24,21695636.0,12.4758291326398,3.63
8,2947314.0,3.36313757366387,13.06
20,83860.0,9.32346302019618,5.78
784,7089486.0,12.250420244814,2.85
32,40080159.0,9.32346302019618,7.84
51,2907615.0,8.94995335353386,13.51
16,57490.0,9.32346302019618,5.78
28,85394.0,5.33380639820237,5.78
36,21249200.0,4.35029854990047,4.23
40,8321496.0,3.21595033239883,4.13
31,8763400.0,20.8490871772713,5.86
108,8126104.0,24.4069510353914,1.63
56,10709973.0,4.48944420508401,6.98
204,8696915.0,7.94729876067859,0.85
854,14689725.0,10.6597978997424,3.62
50,144304164.0,8.90194489465155,4.29
100,7492561.0,12.3487195994021,5.61
48,1114645.0,3.52600316363722,1.22
44,343680.0,4.48955995375059,8.18
70,3754261.0,7.42704310332954,23.41
112,9527985.0,14.8378764828254,6.42
84,306822.0,9.32346302019618,8.18
60,65273.0,9.32346302019618,5.78
68,9721457.0,14.0068107702519,2.6
76,192030362.0,5.67859390284171,7.34
52,279946.0,8.1081081081078,8.12
96,379418.0,2.08498023715416,6.61
64,671611.0,8.32716049382714,3.68
72,1915636.0,12.7021883920075,16.35
140,4273368.0,9.25895099417072,4.12
124,33247118.0,2.37027067444294,6.14
152,16708255.0,8.7162687303961,9.29
156,1324655000.0,5.92525137041095,4.6
384,19605568.0,6.3085276915258,5.88
120,19252674.0,5.337806276275,3.31
180,60411195.0,17.3013845700157,3.29
178,4011487.0,4.95875092023155,16.52
170,44254972.0,6.99855040288351,11.27
174,657227.0,1.70078176284532,5.59
132,480846.0,6.77443546371137,10.31
188,4463123.0,13.4244635507283,4.78
192,11236975.0,9.32346302019618,1.58
136,53835.0,9.32346302019618,5.78
196,1081568.0,4.66900841902484,3.66
203,10384603.0,6.35866380152374,4.39
276,82110097.0,2.62838174873985,7.53
262,816361.0,11.9586206896552,11.1
212,70829.0,6.35992183336294,5.78
208,5493621.0,3.41626794258375,3.68
214,9458079.0,10.6446210953712,4.76
12,34730604.0,4.85859062814938,11.33
218,14535740.0,8.40009593987462,3.92
818,79636081.0,18.3168316831684,8.52
724,45954106.0,4.07566076368221,11.25
233,1337090.0,10.3623580313683,5.46
231,82916236.0,44.3912812333865,2.24
246,5313399.0,4.06595355358378,6.37
242,845356.0,7.7322785791842,3.91
583,103549.0,8.42372566246186,5.78
266,1518538.0,5.26430145575286,18.44
826,61806995.0,3.52140856342537,5.62
268,3848449.0,9.99948761552747,17.87
288,23563832.0,16.5221433143344,4.79
324,9738796.0,23.065612938798,4.21
270,1689288.0,4.44365490945012,9.05
624,1446936.0,10.4600731354706,2.86
226,860839.0,6.55176691184536,8.06
300,11077841.0,4.15279744732985,7.76
308,105457.0,8.03327327650343,5.78
304,56328.0,9.32346302019618,5.78
320,13739299.0,11.355761126315,3.08
316,159037.0,9.32346302019618,8.95
328,746815.0,8.10202206969277,11.05
344,6957800.0,4.29649065267302,3.56
340,7980955.0,11.4034270813932,3.16
191,4309705.0,6.07696838798351,8.53
332,9646570.0,15.2817744823772,16.06
348,10038188.0,6.0425125388106,7.82
360,235469755.0,10.2266645473148,7.21
372,4489544.0,4.06030495117353,6.77
364,72120608.0,25.4105090311987,10.48
368,28385739.0,12.6628528269228,8.4
352,317414.0,12.6943942775878,2.95
376,7308800.0,4.55721393034826,7.7
388,2781869.0,22.0228384991843,10.33
400,6556473.0,13.9712310012729,12.7
392,128063000.0,1.38007886164923,4.0
398,15776938.0,17.139899777207,6.63
404,39791984.0,26.2398166445063,2.66
417,5318700.0,24.5201024234101,8.22
116,13883835.0,24.9971788528388,0.83
296,98760.0,13.6653995252441,5.78
659,48178.0,5.30029675072586,5.78
410,49054708.0,4.6737959569162,3.2
414,2656010.0,10.5827097865145,1.75
418,6046630.0,7.62880887577521,0.85
422,4764745.0,9.32346302019618,7.45
430,3607863.0,17.489448642993,2.11
434,6058740.0,10.3607288954998,18.51
662,170011.0,5.54954769383937,12.72
144,19983984.0,22.5644955300126,5.22
426,1987130.0,10.7156661309681,27.76
440,3198231.0,10.9258856241655,5.83
442,488650.0,3.40187963025566,5.06
428,2177322.0,15.4023191064986,7.74
446,515232.0,8.60951935446145,3.0
504,31536807.0,3.71484311494066,9.57
498,2867964.0,12.783047261882,3.98
450,19996476.0,9.29650839381059,3.34
462,343448.0,12.0414583505108,9.71
484,110815272.0,5.12498274575897,3.87
584,56166.0,9.32346302019618,5.78
807,2067309.0,8.33189666968097,33.76
466,14113578.0,9.17098813667678,10.23
470,409379.0,4.25862171897076,5.98
104,49929642.0,26.7995371934022,0.71
499,616969.0,8.75872769588797,17.15
496,2631899.0,27.9556650246306,5.57
580,54621.0,9.32346302019618,5.78
508,22276596.0,14.5028053002268,2.95
478,3296237.0,7.34663541249786,9.51
480,1244121.0,9.7322831714688,7.17
454,13727899.0,8.7126018660904,5.65
458,27236003.0,5.44078221100772,3.34
516,2043382.0,9.09464307192811,21.48
562,15250913.0,11.3051098827019,1.22
566,150269622.0,11.5810751748252,3.59
558,5667436.0,19.8262031287428,6.2
