iso_code,pop,cpi,emp
533,105361.0,-1.02828178762002,5.83
4,36296111.0,4.9759515055383,11.18
24,29816769.0,29.8435866918797,7.1
8,2873457.0,2.0605984592022,13.62
20,76997.0,2.38023599053136,5.83
784,9487206.0,1.96682557818839,2.46
32,44044811.0,2.38023599053136,8.35
51,2944789.0,0.969553268816231,17.71
16,55617.0,2.38023599053136,5.83
28,95425.0,2.43248789041366,5.83
36,24601860.0,1.94864740944522,5.59
40,8797566.0,2.08126911385587,5.5
31,9854033.0,12.9359184187334,5.0
108,10827010.0,16.0525353030392,1.48
56,11375158.0,2.12597086002609,7.09
204,11175192.0,1.76941247391975,2.44
854,19193236.0,1.48299897161327,5.13
50,159685421.0,5.70207015717245,4.37
100,7075947.0,2.06159619443137,6.16
48,1494077.0,1.38671830576397,1.44
44,381749.0,1.49992623313609,9.8
70,3351534.0,0.810133321953047,20.53
112,9498264.0,6.03183725177789,5.65
84,375775.0,2.38023599053136,6.6
60,63873.0,2.38023599053136,5.83
68,11192853.0,2.8227580554717,3.66
76,207833825.0,3.44637335032672,12.82
52,286229.0,4.66018463955997,9.86
96,424481.0,-1.26050564628963,9.32
64,745563.0,4.9550836698513,2.36
72,2205076.0,3.30828076768219,17.46
140,4596023.0,4.18072331871274,4.17
124,36545295.0,1.5968841285297,6.34
152,18470435.0,2.18271846868523,6.96
156,1386395000.0,1.59313600071434,4.4
384,24437475.0,0.685881065304644,3.27
120,24566070.0,0.64267352185089,3.41
180,81398765.0,2.38023599053136,4.26
178,5110701.0,0.450063823285575,9.75
170,48909844.0,4.3121410323773,8.87
174,813890.0,2.38023599053136,7.89
132,537499.0,0.784415251101353,12.24
188,4949955.0,1.62590692991729,8.14
192,11339255.0,2.38023599053136,1.7
531,160175.0,1.58558801700291,5.83
136,63382.0,2.38023599053136,5.83
196,1179685.0,0.5317664961745,11.05
203,10594438.0,2.45053398460138,2.89
276,82657002.0,1.50949655801608,3.75
262,944100.0,0.568112117084679,11.18
212,71460.0,0.296252889279557,5.83
208,5764980.0,1.14713216957606,5.83
214,10513111.0,3.27955694678546,5.83
12,41389174.0,5.59111590961673,12.0
218,16785356.0,0.417335588666803,3.84
818,96442590.0,29.5066083940039,11.74
724,46593236.0,1.95608333333334,17.22
233,1317384.0,3.41723549488057,5.76
231,106399926.0,10.6817295464484,2.12
246,5508214.0,0.754015047084413,8.64
242,877460.0,3.34757834757835,4.24
