i,j
124,842
156,842
842,124
484,842
392,842
156,344
842,484
156,392
276,842
392,156
276,826
528,276
276,528
410,156
56,276
842,392
276,56
826,842
528,56
276,40
276,724
392,410
826,276
410,842
842,156
842,276
156,276
56,528
156,410
40,276
842,826
392,344
528,826
458,842
826,372
842,410
156,826
862,842
276,616
372,842
56,826
276,156
682,842
682,392
203,276
156,528
842,528
410,392
616,276
784,392
76,842
276,203
643,528
392,764
36,392
566,842
724,276
826,528
458,702
344,156
276,643
826,56
276,752
392,276
372,56
360,392
56,842
724,620
372,826
842,702
156,124
764,842
826,724
702,344
348,276
842,56
156,702
392,826
276,348
702,156
392,702
724,826
702,458
376,842
842,36
842,344
528,842
702,842
410,344
643,276
764,392
156,36
682,410
752,842
458,392
752,276
842,76
392,36
36,156
392,458
208,276
702,360
643,804
528,724
392,528
156,724
643,156
364,392
156,458
360,842
56,724
12,842
410,276
682,156
372,276
208,752
620,724
392,124
76,32
634,392
458,156
752,826
826,784
792,276
764,156
608,842
170,842
752,208
643,112
36,410
784,410
344,842
392,360
360,702
643,616
724,842
682,702
703,276
368,842
643,826
458,344
458,764
826,752
124,392
24,842
643,792
608,156
643,246
360,410
410,702
643,842
804,643
484,124
608,392
246,276
124,826
360,156
208,826
528,752
36,842
246,643
764,702
752,246
76,156
246,752
826,124
152,842
826,392
414,392
702,392
643,398
702,36
40,842
56,442
702,826
124,156
203,703
704,842
32,76
792,826
764,344
410,826
36,554
724,528
780,842
764,458
702,764
784,364
24,156
752,56
752,528
702,410
364,156
76,276
724,56
112,643
826,344
208,842
458,410
710,826
414,410
604,842
76,528
12,724
710,842
710,392
826,156
152,392
784,764
218,842
792,842
702,276
512,156
634,410
344,702
616,826
152,156
410,458
528,208
458,528
410,360
372,528
528,643
620,276
643,348
214,842
458,36
32,842
643,196
682,528
40,826
704,392
554,36
608,344
32,152
56,752
410,484
703,203
434,276
246,826
702,704
372,724
56,376
76,484
203,40
203,616
410,643
528,616
246,842
344,826
642,276
40,348
360,458
528,40
764,360
410,36
414,842
208,528
702,608
616,643
36,764
616,203
752,724
36,826
458,276
76,152
203,826
764,36
528,203
710,276
682,764
705,276
76,392
616,528
372,392
56,156
566,724
724,792
40,203
724,484
56,616
586,842
348,40
414,702
620,826
458,826
764,826
124,484
442,276
72,826
376,56
188,842
32,156
554,842
792,724
348,826
56,372
512,410
484,724
364,410
246,528
528,156
608,528
682,710
40,724
458,360
36,702
12,528
50,842
76,643
398,643
608,702
12,76
704,156
608,458
616,752
344,458
724,504
682,724
533,842
124,276
76,826
792,368
203,528
266,842
360,36
752,156
360,764
434,724
616,56
764,528
512,392
710,72
704,36
344,276
682,784
608,276
682,400
764,704
682,826
398,156
616,348
710,156
152,410
504,724
484,276
792,528
512,764
616,804
360,276
12,124
116,842
764,276
364,792
124,410
112,528
340,842
764,410
36,360
795,804
12,792
554,392
792,643
566,76
320,842
710,528
784,702
784,586
752,616
642,792
703,40
76,724
76,862
364,710
348,528
344,528
76,56
634,702
40,616
608,410
300,276
752,643
203,842
784,512
724,300
208,724
620,842
616,724
152,528
348,842
360,528
784,368
344,410
887,156
344,608
170,862
246,156
804,792
208,246
208,392
203,56
710,516
40,56
458,608
40,643
764,608
40,528
96,392
144,842
724,616
203,348
703,616
724,156
36,344
818,842
178,156
752,392
203,724
442,56
376,344
348,616
40,705
376,826
348,642
616,842
36,458
348,724
784,156
40,703
604,156
124,56
792,642
704,702
233,246
608,764
152,76
222,842
484,392
616,40
124,528
434,792
360,826
348,203
616,208
703,348
364,724
360,344
784,826
12,620
792,784
710,724
246,724
344,392
208,372
364,300
360,724
12,56
104,764
348,703
620,56
484,170
246,56
152,484
246,208
414,528
792,56
784,682
32,724
344,764
36,682
246,233
705,191
642,826
484,826
36,710
376,276
600,76
372,752
50,276
710,56
372,124
372,36
710,36
178,842
434,842
784,56
598,36
226,842
400,842
705,40
208,616
484,533
484,862
620,528
703,842
792,376
246,784
376,528
124,36
148,842
704,276
203,643
32,528
484,156
804,276
50,826
784,842
818,724
12,276
608,826
710,748
170,218
440,643
804,818
442,826
208,56
566,384
348,56
344,704
364,784
226,156
704,826
191,70
300,826
100,792
642,842
372,156
446,842
792,682
554,156
124,344
100,276
348,643
372,702
32,484
414,586
208,643
414,360
792,300
152,124
152,276
440,428
642,348
604,152
203,752
112,826
364,528
760,276
368,724
862,170
384,842
704,764
96,360
566,620
703,528
704,458
862,192
554,826
586,4
440,276
608,484
24,152
788,276
152,724
604,124
804,616
364,702
804,842
300,196
376,156
68,76
92,56
620,24
100,300
300,100
191,276
703,826
862,124
233,752
348,792
398,364
862,76
300,842
414,156
704,608
364,608
586,826
364,368
112,804
144,826
862,826
300,792
642,40
376,392
804,112
484,320
484,76
152,604
516,710
218,604
368,124
398,528
566,528
32,858
112,616
566,392
398,842
32,276
591,862
586,784
566,360
434,156
440,752
860,643
887,764
804,760
858,842
554,410
504,826
152,826
558,842
376,792
233,643
484,528
804,364
566,276
414,50
716,710
376,724
288,710
586,276
384,528
428,826
704,410
414,818
484,152
818,276
44,724
484,56
48,682
608,124
642,100
400,368
12,826
112,276
780,388
818,826
191,705
170,528
804,348
642,528
634,724
170,604
100,56
642,724
704,56
442,528
862,156
96,410
120,724
862,528
434,300
300,724
634,764
566,120
804,398
32,643
376,124
804,498
218,591
32,818
32,604
320,222
703,724
480,826
398,376
226,724
566,710
604,276
191,40
192,528
804,12
233,428
440,616
788,724
170,376
352,276
704,528
586,344
586,156
440,233
862,724
705,70
170,484
818,682
32,458
604,392
440,842
554,276
703,56
170,214
24,724
368,410
188,528
705,643
862,152
862,484
398,276
642,56
703,643
512,784
512,842
604,724
642,300
384,566
608,36
440,826
516,826
414,826
398,642
404,800
12,818
180,56
352,826
428,440
434,826
398,40
398,92
116,344
604,528
398,124
398,724
496,156
498,643
44,842
703,642
96,842
136,724
300,642
24,56
566,288
428,276
620,702
31,203
508,56
554,56
862,276
470,842
442,724
428,233
96,36
72,710
70,191
218,170
788,56
222,340
642,616
440,208
748,710
188,344
566,40
428,643
598,392
600,858
192,124
788,434
434,788
858,76
48,834
705,616
408,156
233,276
192,862
760,682
818,528
512,458
428,752
368,76
604,76
50,56
504,276
50,724
705,826
332,842
430,56
705,842
442,752
504,56
300,528
504,842
112,156
442,842
100,642
858,32
300,8
634,842
887,392
554,124
48,842
620,752
780,52
222,320
860,156
100,842
12,410
368,792
508,528
604,218
426,842
100,724
68,842
50,124
170,276
705,203
233,826
446,156
388,842
818,400
170,724
634,156
226,124
586,724
320,340
288,566
233,842
368,392
703,804
512,702
233,440
440,124
554,344
352,528
12,504
600,32
300,807
466,710
586,792
170,56
788,826
440,112
116,276
368,156
554,608
440,528
807,276
178,410
170,826
586,682
604,484
434,528
620,208
705,348
748,36
196,826
31,276
554,458
112,440
191,842
48,392
300,643
604,170
591,842
554,360
170,124
196,300
430,276
404,826
591,218
434,620
705,724
818,422
304,208
586,56
170,392
440,702
48,410
226,620
504,528
414,704
604,862
586,410
470,276
818,784
620,792
620,40
112,428
818,56
144,276
860,50
470,826
818,792
807,300
760,842
442,40
144,56
384,591
442,300
834,710
504,76
218,643
400,682
887,410
50,528
288,528
48,784
44,616
591,724
388,124
266,156
440,724
218,152
24,710
100,826
634,608
634,586
887,842
31,643
795,348
686,466
368,620
31,792
512,724
760,792
120,410
352,842
188,484
760,368
428,616
780,328
70,276
404,842
188,320
598,156
188,826
705,528
428,208
188,156
504,156
428,842
31,795
112,752
188,558
68,32
508,710
404,834
288,826
112,842
188,276
404,528
760,400
100,40
368,528
634,784
788,528
100,807
300,56
226,76
860,792
226,528
104,156
591,276
120,528
446,344
178,780
894,156
180,842
516,842
442,208
760,724
72,842
320,484
24,604
24,124
384,854
508,724
760,422
218,276
70,705
352,724
762,842
780,740
584,276
233,208
860,398
591,410
858,484
60,724
116,826
31,268
233,528
450,842
268,792
