i,j,k,q,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
156,842,270900.0,481909.962,481909.962,438553.927,1740.457,213.296,1151.832,0.011,19535.39,274.645,169524.733,0.0
156,842,271000.0,438553.927,481909.962,438553.927,1740.457,213.296,1151.832,0.011,19535.39,274.645,169524.733,0.0
156,842,300490.0,1740.457,481909.962,438553.927,1740.457,213.296,1151.832,0.011,19535.39,274.645,169524.733,0.0
156,842,710812.0,0.011,481909.962,438553.927,1740.457,213.296,1151.832,0.011,19535.39,274.645,169524.733,0.0
156,842,847120.0,169524.733,481909.962,438553.927,1740.457,213.296,1151.832,0.011,19535.39,274.645,169524.733,0.0
156,842,852520.0,19535.39,481909.962,438553.927,1740.457,213.296,1151.832,0.011,19535.39,274.645,169524.733,0.0
156,842,854211.0,1151.832,481909.962,438553.927,1740.457,213.296,1151.832,0.011,19535.39,274.645,169524.733,0.0
156,842,854219.0,274.645,481909.962,438553.927,1740.457,213.296,1151.832,0.011,19535.39,274.645,169524.733,0.0
156,842,870323.0,213.296,481909.962,438553.927,1740.457,213.296,1151.832,0.011,19535.39,274.645,169524.733,0.0
124,842,270900.0,116407516.249,116407516.249,15688309.505,43585.947,983408.6,111.059,104.192,3156.815,0.0,1799.039,29058050.768
124,842,271000.0,15688309.505,116407516.249,15688309.505,43585.947,983408.6,111.059,104.192,3156.815,0.0,1799.039,29058050.768
124,842,271121.0,29058050.768,116407516.249,15688309.505,43585.947,983408.6,111.059,104.192,3156.815,0.0,1799.039,29058050.768
124,842,300490.0,43585.947,116407516.249,15688309.505,43585.947,983408.6,111.059,104.192,3156.815,0.0,1799.039,29058050.768
124,842,710812.0,104.192,116407516.249,15688309.505,43585.947,983408.6,111.059,104.192,3156.815,0.0,1799.039,29058050.768
124,842,847120.0,1799.039,116407516.249,15688309.505,43585.947,983408.6,111.059,104.192,3156.815,0.0,1799.039,29058050.768
124,842,852520.0,3156.815,116407516.249,15688309.505,43585.947,983408.6,111.059,104.192,3156.815,0.0,1799.039,29058050.768
124,842,854211.0,111.059,116407516.249,15688309.505,43585.947,983408.6,111.059,104.192,3156.815,0.0,1799.039,29058050.768
124,842,854219.0,0.0,116407516.249,15688309.505,43585.947,983408.6,111.059,104.192,3156.815,0.0,1799.039,29058050.768
124,842,870323.0,983408.6,116407516.249,15688309.505,43585.947,983408.6,111.059,104.192,3156.815,0.0,1799.039,29058050.768
484,842,270900.0,69248092.653,69248092.653,4858971.378,26893.364,1124104.083,159.597,143.333,15221.425,0.0,5909.138,324876.36
484,842,271000.0,4858971.378,69248092.653,4858971.378,26893.364,1124104.083,159.597,143.333,15221.425,0.0,5909.138,324876.36
484,842,271121.0,324876.36,69248092.653,4858971.378,26893.364,1124104.083,159.597,143.333,15221.425,0.0,5909.138,324876.36
484,842,300490.0,26893.364,69248092.653,4858971.378,26893.364,1124104.083,159.597,143.333,15221.425,0.0,5909.138,324876.36
484,842,710812.0,143.333,69248092.653,4858971.378,26893.364,1124104.083,159.597,143.333,15221.425,0.0,5909.138,324876.36
484,842,847120.0,5909.138,69248092.653,4858971.378,26893.364,1124104.083,159.597,143.333,15221.425,0.0,5909.138,324876.36
484,842,852520.0,15221.425,69248092.653,4858971.378,26893.364,1124104.083,159.597,143.333,15221.425,0.0,5909.138,324876.36
484,842,854211.0,159.597,69248092.653,4858971.378,26893.364,1124104.083,159.597,143.333,15221.425,0.0,5909.138,324876.36
484,842,854219.0,0.0,69248092.653,4858971.378,26893.364,1124104.083,159.597,143.333,15221.425,0.0,5909.138,324876.36
484,842,870323.0,1124104.083,69248092.653,4858971.378,26893.364,1124104.083,159.597,143.333,15221.425,0.0,5909.138,324876.36
842,124,270900.0,2996527.99,2996527.99,6881462.524,46006.411,473249.312,744.124,21.362,2134.637,0.0,8932.388,6997840.081
842,124,271000.0,6881462.524,2996527.99,6881462.524,46006.411,473249.312,744.124,21.362,2134.637,0.0,8932.388,6997840.081
842,124,271121.0,6997840.081,2996527.99,6881462.524,46006.411,473249.312,744.124,21.362,2134.637,0.0,8932.388,6997840.081
842,124,300490.0,46006.411,2996527.99,6881462.524,46006.411,473249.312,744.124,21.362,2134.637,0.0,8932.388,6997840.081
842,124,710812.0,21.362,2996527.99,6881462.524,46006.411,473249.312,744.124,21.362,2134.637,0.0,8932.388,6997840.081
842,124,847120.0,8932.388,2996527.99,6881462.524,46006.411,473249.312,744.124,21.362,2134.637,0.0,8932.388,6997840.081
842,124,852520.0,2134.637,2996527.99,6881462.524,46006.411,473249.312,744.124,21.362,2134.637,0.0,8932.388,6997840.081
842,124,854211.0,744.124,2996527.99,6881462.524,46006.411,473249.312,744.124,21.362,2134.637,0.0,8932.388,6997840.081
842,124,854219.0,0.0,2996527.99,6881462.524,46006.411,473249.312,744.124,21.362,2134.637,0.0,8932.388,6997840.081
842,124,870323.0,473249.312,2996527.99,6881462.524,46006.411,473249.312,744.124,21.362,2134.637,0.0,8932.388,6997840.081
156,344,271000.0,5617216.127,0.0,5617216.127,12632.985,82.044,10770.177,3.875,39983.27,4811.478,52346.79,2804040.45
156,344,271121.0,2804040.45,0.0,5617216.127,12632.985,82.044,10770.177,3.875,39983.27,4811.478,52346.79,2804040.45
156,344,300490.0,12632.985,0.0,5617216.127,12632.985,82.044,10770.177,3.875,39983.27,4811.478,52346.79,2804040.45
156,344,710812.0,3.875,0.0,5617216.127,12632.985,82.044,10770.177,3.875,39983.27,4811.478,52346.79,2804040.45
156,344,847120.0,52346.79,0.0,5617216.127,12632.985,82.044,10770.177,3.875,39983.27,4811.478,52346.79,2804040.45
156,344,852520.0,39983.27,0.0,5617216.127,12632.985,82.044,10770.177,3.875,39983.27,4811.478,52346.79,2804040.45
156,344,854211.0,10770.177,0.0,5617216.127,12632.985,82.044,10770.177,3.875,39983.27,4811.478,52346.79,2804040.45
156,344,854219.0,4811.478,0.0,5617216.127,12632.985,82.044,10770.177,3.875,39983.27,4811.478,52346.79,2804040.45
156,344,870323.0,82.044,0.0,5617216.127,12632.985,82.044,10770.177,3.875,39983.27,4811.478,52346.79,2804040.45
842,484,270900.0,0.009,0.009,17458543.993,6133.724,136376.94,2059.891,2.78,3950.753,0.0,2713.096,2059886.076
842,484,271000.0,17458543.993,0.009,17458543.993,6133.724,136376.94,2059.891,2.78,3950.753,0.0,2713.096,2059886.076
842,484,271121.0,2059886.076,0.009,17458543.993,6133.724,136376.94,2059.891,2.78,3950.753,0.0,2713.096,2059886.076
842,484,300490.0,6133.724,0.009,17458543.993,6133.724,136376.94,2059.891,2.78,3950.753,0.0,2713.096,2059886.076
842,484,710812.0,2.78,0.009,17458543.993,6133.724,136376.94,2059.891,2.78,3950.753,0.0,2713.096,2059886.076
842,484,847120.0,2713.096,0.009,17458543.993,6133.724,136376.94,2059.891,2.78,3950.753,0.0,2713.096,2059886.076
842,484,852520.0,3950.753,0.009,17458543.993,6133.724,136376.94,2059.891,2.78,3950.753,0.0,2713.096,2059886.076
842,484,854211.0,2059.891,0.009,17458543.993,6133.724,136376.94,2059.891,2.78,3950.753,0.0,2713.096,2059886.076
842,484,854219.0,0.0,0.009,17458543.993,6133.724,136376.94,2059.891,2.78,3950.753,0.0,2713.096,2059886.076
842,484,870323.0,136376.94,0.009,17458543.993,6133.724,136376.94,2059.891,2.78,3950.753,0.0,2713.096,2059886.076
392,156,271000.0,2610714.655,0.0,2610714.655,1398.128,405844.676,4179.396,0.902,64.592,2184.791,655.588,34.881
392,156,271121.0,34.881,0.0,2610714.655,1398.128,405844.676,4179.396,0.902,64.592,2184.791,655.588,34.881
392,156,300490.0,1398.128,0.0,2610714.655,1398.128,405844.676,4179.396,0.902,64.592,2184.791,655.588,34.881
392,156,710812.0,0.902,0.0,2610714.655,1398.128,405844.676,4179.396,0.902,64.592,2184.791,655.588,34.881
392,156,847120.0,655.588,0.0,2610714.655,1398.128,405844.676,4179.396,0.902,64.592,2184.791,655.588,34.881
392,156,852520.0,64.592,0.0,2610714.655,1398.128,405844.676,4179.396,0.902,64.592,2184.791,655.588,34.881
392,156,854211.0,4179.396,0.0,2610714.655,1398.128,405844.676,4179.396,0.902,64.592,2184.791,655.588,34.881
392,156,854219.0,2184.791,0.0,2610714.655,1398.128,405844.676,4179.396,0.902,64.592,2184.791,655.588,34.881
392,156,870323.0,405844.676,0.0,2610714.655,1398.128,405844.676,4179.396,0.902,64.592,2184.791,655.588,34.881
156,392,270900.0,462644.951,462644.951,726051.768,1740.045,506.126,958.982,0.0,6473.544,503.643,27026.138,0.0
