iso_code,1997
533,1531944134.07821
24,7649716157.20524
8,2258515610.08862
20,1180597272.72727
784,78839008444.5655
32,292859000000.0
51,1639492444.76152
28,680618518.518518
36,434568007512.913
40,212790348404.555
31,3962238113.16021
108,972896267.915425
204,2268301645.09366
854,2447668984.53131
50,48244309133.4895
100,11315986087.1633
48,6349202393.61702
44,6332360000.0
70,3671816504.23851
112,14108846153.8462
84,654582899.944045
60,2932827000.0
68,7925673448.41368
76,883199625324.675
52,2498384129.66738
96,5197332974.13793
64,352260952.905536
140,937741468.029676
124,654986999855.554
152,84952360922.4679
156,961603952954.233
384,11722142706.1278
120,10043438502.858
180,6091061291.30501
178,2322718991.26458
170,106659508271.255
174,364445589.702365
132,490608657.924976
188,12614602386.5004
192,25365908100.0
196,9547818700.11403
203,62180159376.1239
276,2211989623279.95
262,502675542.001227
212,302988888.888889
208,173537647058.824
214,20017480054.834
12,48177612042.1507
218,28162053026.5133
818,78436578171.0914
724,590077272727.273
233,5154420649.23354
231,8589211390.49612
246,126912152101.707
242,2090184941.46983
583,206626300.0
266,5326816858.99586
826,1558202357563.85
268,3510520231.21387
288,6891308593.75
324,3783700461.64359
270,803630742.53446
624,268550998.219197
226,442337849.474377
300,143157600149.757
308,392190592.592593
304,1072147778.03013
320,17790026221.6139
328,749138009.56454
344,177352785419.977
340,5737099650.19011
191,23869311078.8458
332,3338938830.01743
348,47296952928.7561
360,215748998609.635
372,82856648758.3572
364,113919163421.155
368,20764857056.3795
352,7569666973.65322
376,114976879747.202
388,8400033893.99653
400,7246188575.45839
392,4492448605638.94
398,22165932062.966
404,13115773737.5664
417,1767864035.71943
116,3443413388.70675
296,67537479.5903221
659,374641307.974641
410,569754543829.957
414,30355093966.3699
418,1747011857.33107
422,15751867489.4446
434,30698633109.1343
662,805925925.925926
144,15091913883.7091
440,10118631851.5322
428,6521609000.72587
446,7267563602.6231
504,39147844526.0838
498,1930081168.83117
450,4262965281.5836
462,508223602.378929
484,500413483109.175
584,110705600.0
807,3928975903.61446
466,2697105694.07956
470,3793418418.41842
496,1180934202.83801
508,4648832184.06736
478,2072001066.8212
480,4187367601.73431
454,2663234933.89767
458,100005323301.867
540,3291489840.57141
562,2290318800.33457
566,54457835193.4927
558,4389965590.96538
528,416812740004.518
524,4918691916.53516
554,66075143415.4952
512,15837451235.3706
586,62433300338.0941
591,10677286100.0
604,58147522522.5225
608,82344260570.6685
598,4936615298.79367
616,159357789772.207
620,117016535162.95
600,9965225678.05093
258,3567062511.87293
634,11297802115.3846
642,35574916294.6429
643,404928954191.876
646,1851558301.7002
682,165963557409.88
686,6041478436.08043
702,100124191810.345
90,526514030.509295
694,850218033.622007
222,10221705900.0
740,926422500.0
703,27706028095.6157
705,20763101740.6963
752,268146144677.73
690,562958836.519905
760,14505233968.8716
148,1544689502.82472
768,1498950899.08774
764,150180619366.605
762,921572114.529611
795,2450374944.86105
776,214991452.314998
780,5737751331.63779
788,20746360430.4187
792,189834649111.257
798,12700905.4475286
834,7683852496.84499
800,6269333313.17108
804,50150401353.6015
858,23969823010.4429
842,8577554457000.0
860,14744603773.5849
670,347770370.37037
862,85843534588.6206
704,26843700441.5482
548,272771209.113662
882,285475591.89651
887,6838557384.40357
894,4303281932.29365
716,8529571600.0
