iso_code,2016
533,2983636871.50838
4,18017749073.6362
24,101123851090.455
8,11861200797.4706
20,2896679211.86628
784,357045064669.843
32,557531376217.967
51,10546135160.031
16,671000000.0
28,1436585185.18519
36,1208846993739.99
40,395568644341.038
31,37867518957.1975
108,2959641046.92291
56,475739588764.759
204,11821065852.1271
854,12833363370.174
50,221415188000.475
100,53806894796.3801
48,32234973404.2553
44,11928500000.0
70,16913330693.9653
112,47722657820.6675
84,1789304087.78561
60,6899911000.0
68,33941126193.9219
76,1795700168991.49
52,4830000000.0
96,11400854267.7188
64,2158972129.00307
72,15646354089.458
140,1825018144.46194
124,1527994741907.43
152,250440149690.889
156,11233276536744.7
384,47964234560.0514
120,32643697595.8378
180,37134799974.5225
178,10158508345.3104
170,282825009887.458
174,1012835492.51575
132,1662998677.88425
188,58847016044.7363
192,91370000000.0
531,3122287932.96089
136,4909498979.9592
196,20953442550.3653
203,196272068576.338
276,3467498002104.33
262,2603554906.59464
212,576229629.62963
208,313115929314.339
214,75704720189.5607
12,160034162957.738
218,99937696000.0
818,332441717791.411
724,1232076017361.53
233,24056487770.898
231,74296618481.0882
246,240607907010.383
242,4930204229.72263
583,332265200.0
266,14023890620.3384
826,2693247611031.81
268,15141758566.7808
288,54499451834.1061
324,8595955581.21266
270,1484579844.37143
624,1179004941.22904
226,11240808846.6928
300,192732474229.218
308,1061631222.22222
304,2707146783.13056
320,66053725049.0138
316,5901000000.0
328,4482697336.56174
344,320837638328.846
340,21717622071.3816
191,51601147665.8089
332,13723267960.8434
348,128470534117.954
360,931877364177.742
372,298725229419.215
364,417983583565.54
368,166602488747.885
352,20793168030.9524
376,318616506157.945
388,14077109396.8584
400,39892551126.7606
392,5003677627544.24
398,137278320084.171
404,69188755364.2995
417,6813092065.83507
116,20016747754.0153
296,178328873.030033
659,971170370.37037
410,1500111596236.37
414,109419728566.7
418,15805692545.8723
422,51205122503.8143
430,3277826000.0
434,26197143268.1243
662,1865375222.22222
144,82401038709.5356
426,2114323793.98266
440,43018087237.5741
442,60691483443.1221
428,28052325862.0461
446,45085114632.7125
504,103311649248.024
498,8071480540.86068
450,11848615018.398
462,4379115587.82957
484,1078490651625.31
584,201510900.0
807,10680463278.8651
466,14026048690.7312
470,11721521912.7202
104,61449392056.1488
499,4377033429.26721
496,11186734674.3847
580,1230000000.0
508,11936999283.1791
478,6398744505.08129
480,12232469391.7573
454,5433040159.88747
458,301255380276.258
516,10721994676.2429
562,10355006770.1014
566,404650006428.613
558,13286083644.8761
528,783528181704.567
524,24524098184.4236
520,100087348.959092
554,188943457301.474
512,65441278668.2947
586,278654637737.69
591,57907700000.0
604,191895943823.887
608,318626761492.867
585,295065400.0
598,20759069103.0961
616,472630364208.177
620,206286022781.894
600,36089550659.0914
275,15405400000.0
634,151732181857.113
642,188128818486.401
643,1276786979221.81
646,8690485823.14546
682,644935541440.0
729,52804065669.9124
686,19040312815.1337
702,318763807455.664
90,1378551118.49224
694,3674794530.18956
222,24191430000.0
674,1468377272.13859
706,4198485403.87919
688,40692643373.0327
678,345495614.979982
740,3317438910.83068
703,89655253976.4258
705,44736333522.4522
752,515654671469.547
748,3816018484.52711
534,1263687150.83799
690,1426651768.82189
796,1032452000.0
148,10097778353.7651
768,6031632168.17391
764,413366150655.591
762,6992393787.40891
795,36169428571.4286
626,1650608600.0
776,420540178.571429
780,22386264807.3174
788,41801284916.2011
792,869692960365.551
798,36547799.583705
834,49774021003.0748
800,29078589751.4596
804,93355993628.5042
858,57236652490.1699
842,18745075687000.0
860,81779012350.8833
670,774429629.62963
704,205276172134.901
548,780889605.899977
882,799376439.530168
887,30933825064.3657
710,296357282715.109
894,20958412538.3093
716,20548678100.0
