i,j,k,q,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
156,842,270900.0,181514.177,181514.177,811112.871,0.013,1011.993,2235.073,243.878,34285.756,0.0,0.0,185515.052
156,842,271000.0,811112.871,181514.177,811112.871,0.013,1011.993,2235.073,243.878,34285.756,0.0,0.0,185515.052
156,842,300490.0,2235.073,181514.177,811112.871,0.013,1011.993,2235.073,243.878,34285.756,0.0,0.0,185515.052
156,842,710812.0,0.013,181514.177,811112.871,0.013,1011.993,2235.073,243.878,34285.756,0.0,0.0,185515.052
156,842,847120.0,185515.052,181514.177,811112.871,0.013,1011.993,2235.073,243.878,34285.756,0.0,0.0,185515.052
156,842,852520.0,34285.756,181514.177,811112.871,0.013,1011.993,2235.073,243.878,34285.756,0.0,0.0,185515.052
156,842,854219.0,1011.993,181514.177,811112.871,0.013,1011.993,2235.073,243.878,34285.756,0.0,0.0,185515.052
156,842,870323.0,243.878,181514.177,811112.871,0.013,1011.993,2235.073,243.878,34285.756,0.0,0.0,185515.052
124,842,270900.0,126294585.063,126294585.063,13068112.401,70.337,20.188,52060.045,1524429.422,1327.014,21039110.516,0.0,1665.341
124,842,271000.0,13068112.401,126294585.063,13068112.401,70.337,20.188,52060.045,1524429.422,1327.014,21039110.516,0.0,1665.341
124,842,271121.0,21039110.516,126294585.063,13068112.401,70.337,20.188,52060.045,1524429.422,1327.014,21039110.516,0.0,1665.341
124,842,300490.0,52060.045,126294585.063,13068112.401,70.337,20.188,52060.045,1524429.422,1327.014,21039110.516,0.0,1665.341
124,842,710812.0,70.337,126294585.063,13068112.401,70.337,20.188,52060.045,1524429.422,1327.014,21039110.516,0.0,1665.341
124,842,847120.0,1665.341,126294585.063,13068112.401,70.337,20.188,52060.045,1524429.422,1327.014,21039110.516,0.0,1665.341
124,842,852520.0,1327.014,126294585.063,13068112.401,70.337,20.188,52060.045,1524429.422,1327.014,21039110.516,0.0,1665.341
124,842,854219.0,20.188,126294585.063,13068112.401,70.337,20.188,52060.045,1524429.422,1327.014,21039110.516,0.0,1665.341
124,842,870323.0,1524429.422,126294585.063,13068112.401,70.337,20.188,52060.045,1524429.422,1327.014,21039110.516,0.0,1665.341
484,842,270900.0,42764439.234,42764439.234,3649521.835,239.655,65.52,47264.133,1443155.281,5455.723,6714.461,0.162,16133.307
484,842,271000.0,3649521.835,42764439.234,3649521.835,239.655,65.52,47264.133,1443155.281,5455.723,6714.461,0.162,16133.307
484,842,271111.0,0.162,42764439.234,3649521.835,239.655,65.52,47264.133,1443155.281,5455.723,6714.461,0.162,16133.307
484,842,271121.0,6714.461,42764439.234,3649521.835,239.655,65.52,47264.133,1443155.281,5455.723,6714.461,0.162,16133.307
484,842,300490.0,47264.133,42764439.234,3649521.835,239.655,65.52,47264.133,1443155.281,5455.723,6714.461,0.162,16133.307
484,842,710812.0,239.655,42764439.234,3649521.835,239.655,65.52,47264.133,1443155.281,5455.723,6714.461,0.162,16133.307
484,842,847120.0,16133.307,42764439.234,3649521.835,239.655,65.52,47264.133,1443155.281,5455.723,6714.461,0.162,16133.307
484,842,852520.0,5455.723,42764439.234,3649521.835,239.655,65.52,47264.133,1443155.281,5455.723,6714.461,0.162,16133.307
484,842,854219.0,65.52,42764439.234,3649521.835,239.655,65.52,47264.133,1443155.281,5455.723,6714.461,0.162,16133.307
484,842,870323.0,1443155.281,42764439.234,3649521.835,239.655,65.52,47264.133,1443155.281,5455.723,6714.461,0.162,16133.307
156,344,271000.0,5557684.064,0.0,5557684.064,333.935,17397.611,13121.518,129.189,35651.403,1986010.862,0.0,73355.675
156,344,271121.0,1986010.862,0.0,5557684.064,333.935,17397.611,13121.518,129.189,35651.403,1986010.862,0.0,73355.675
156,344,300490.0,13121.518,0.0,5557684.064,333.935,17397.611,13121.518,129.189,35651.403,1986010.862,0.0,73355.675
156,344,710812.0,333.935,0.0,5557684.064,333.935,17397.611,13121.518,129.189,35651.403,1986010.862,0.0,73355.675
156,344,847120.0,73355.675,0.0,5557684.064,333.935,17397.611,13121.518,129.189,35651.403,1986010.862,0.0,73355.675
156,344,852520.0,35651.403,0.0,5557684.064,333.935,17397.611,13121.518,129.189,35651.403,1986010.862,0.0,73355.675
156,344,854219.0,17397.611,0.0,5557684.064,333.935,17397.611,13121.518,129.189,35651.403,1986010.862,0.0,73355.675
156,344,870323.0,129.189,0.0,5557684.064,333.935,17397.611,13121.518,129.189,35651.403,1986010.862,0.0,73355.675
842,124,270900.0,6500795.867,6500795.867,14555163.163,27.544,49.081,18814.864,511601.901,1092.798,7099629.765,225162.407,9062.17
842,124,271000.0,14555163.163,6500795.867,14555163.163,27.544,49.081,18814.864,511601.901,1092.798,7099629.765,225162.407,9062.17
842,124,271111.0,225162.407,6500795.867,14555163.163,27.544,49.081,18814.864,511601.901,1092.798,7099629.765,225162.407,9062.17
842,124,271121.0,7099629.765,6500795.867,14555163.163,27.544,49.081,18814.864,511601.901,1092.798,7099629.765,225162.407,9062.17
842,124,300490.0,18814.864,6500795.867,14555163.163,27.544,49.081,18814.864,511601.901,1092.798,7099629.765,225162.407,9062.17
842,124,710812.0,27.544,6500795.867,14555163.163,27.544,49.081,18814.864,511601.901,1092.798,7099629.765,225162.407,9062.17
842,124,847120.0,9062.17,6500795.867,14555163.163,27.544,49.081,18814.864,511601.901,1092.798,7099629.765,225162.407,9062.17
842,124,852520.0,1092.798,6500795.867,14555163.163,27.544,49.081,18814.864,511601.901,1092.798,7099629.765,225162.407,9062.17
842,124,854219.0,49.081,6500795.867,14555163.163,27.544,49.081,18814.864,511601.901,1092.798,7099629.765,225162.407,9062.17
842,124,870323.0,511601.901,6500795.867,14555163.163,27.544,49.081,18814.864,511601.901,1092.798,7099629.765,225162.407,9062.17
842,484,270900.0,1.159,1.159,20630966.794,1.162,149.584,7506.569,157022.101,2237.761,4328544.67,33569.582,3908.2
842,484,271000.0,20630966.794,1.159,20630966.794,1.162,149.584,7506.569,157022.101,2237.761,4328544.67,33569.582,3908.2
842,484,271111.0,33569.582,1.159,20630966.794,1.162,149.584,7506.569,157022.101,2237.761,4328544.67,33569.582,3908.2
842,484,271121.0,4328544.67,1.159,20630966.794,1.162,149.584,7506.569,157022.101,2237.761,4328544.67,33569.582,3908.2
842,484,300490.0,7506.569,1.159,20630966.794,1.162,149.584,7506.569,157022.101,2237.761,4328544.67,33569.582,3908.2
842,484,710812.0,1.162,1.159,20630966.794,1.162,149.584,7506.569,157022.101,2237.761,4328544.67,33569.582,3908.2
842,484,847120.0,3908.2,1.159,20630966.794,1.162,149.584,7506.569,157022.101,2237.761,4328544.67,33569.582,3908.2
842,484,852520.0,2237.761,1.159,20630966.794,1.162,149.584,7506.569,157022.101,2237.761,4328544.67,33569.582,3908.2
842,484,854219.0,149.584,1.159,20630966.794,1.162,149.584,7506.569,157022.101,2237.761,4328544.67,33569.582,3908.2
842,484,870323.0,157022.101,1.159,20630966.794,1.162,149.584,7506.569,157022.101,2237.761,4328544.67,33569.582,3908.2
156,392,270900.0,434288.318,434288.318,428669.154,0.0,1013.041,1413.256,1274.698,15792.562,0.0,0.0,35388.605
156,392,271000.0,428669.154,434288.318,428669.154,0.0,1013.041,1413.256,1274.698,15792.562,0.0,0.0,35388.605
156,392,300490.0,1413.256,434288.318,428669.154,0.0,1013.041,1413.256,1274.698,15792.562,0.0,0.0,35388.605
156,392,847120.0,35388.605,434288.318,428669.154,0.0,1013.041,1413.256,1274.698,15792.562,0.0,0.0,35388.605
156,392,852520.0,15792.562,434288.318,428669.154,0.0,1013.041,1413.256,1274.698,15792.562,0.0,0.0,35388.605
156,392,854219.0,1013.041,434288.318,428669.154,0.0,1013.041,1413.256,1274.698,15792.562,0.0,0.0,35388.605
156,392,870323.0,1274.698,434288.318,428669.154,0.0,1013.041,1413.256,1274.698,15792.562,0.0,0.0,35388.605
410,156,270900.0,0.72,0.72,7867529.143,0.304,3251.206,1893.994,138120.489,104.456,0.0,16.909,95.485
410,156,271000.0,7867529.143,0.72,7867529.143,0.304,3251.206,1893.994,138120.489,104.456,0.0,16.909,95.485
410,156,271111.0,16.909,0.72,7867529.143,0.304,3251.206,1893.994,138120.489,104.456,0.0,16.909,95.485
410,156,300490.0,1893.994,0.72,7867529.143,0.304,3251.206,1893.994,138120.489,104.456,0.0,16.909,95.485
410,156,710812.0,0.304,0.72,7867529.143,0.304,3251.206,1893.994,138120.489,104.456,0.0,16.909,95.485
410,156,847120.0,95.485,0.72,7867529.143,0.304,3251.206,1893.994,138120.489,104.456,0.0,16.909,95.485
410,156,852520.0,104.456,0.72,7867529.143,0.304,3251.206,1893.994,138120.489,104.456,0.0,16.909,95.485
410,156,854219.0,3251.206,0.72,7867529.143,0.304,3251.206,1893.994,138120.489,104.456,0.0,16.909,95.485
410,156,870323.0,138120.489,0.72,7867529.143,0.304,3251.206,1893.994,138120.489,104.456,0.0,16.909,95.485
392,842,270900.0,2.051,2.051,645099.506,0.007,734.815,750.172,1885374.282,48.817,0.0,0.0,1084.398
392,842,271000.0,645099.506,2.051,645099.506,0.007,734.815,750.172,1885374.282,48.817,0.0,0.0,1084.398
392,842,300490.0,750.172,2.051,645099.506,0.007,734.815,750.172,1885374.282,48.817,0.0,0.0,1084.398
392,842,710812.0,0.007,2.051,645099.506,0.007,734.815,750.172,1885374.282,48.817,0.0,0.0,1084.398
392,842,847120.0,1084.398,2.051,645099.506,0.007,734.815,750.172,1885374.282,48.817,0.0,0.0,1084.398
392,842,852520.0,48.817,2.051,645099.506,0.007,734.815,750.172,1885374.282,48.817,0.0,0.0,1084.398
392,842,854219.0,734.815,2.051,645099.506,0.007,734.815,750.172,1885374.282,48.817,0.0,0.0,1084.398
392,842,870323.0,1885374.282,2.051,645099.506,0.007,734.815,750.172,1885374.282,48.817,0.0,0.0,1084.398
392,156,271000.0,1605641.438,0.0,1605641.438,2.63,3929.559,1285.345,343147.172,1.344,20.851,0.0,138.591
392,156,271121.0,20.851,0.0,1605641.438,2.63,3929.559,1285.345,343147.172,1.344,20.851,0.0,138.591
392,156,300490.0,1285.345,0.0,1605641.438,2.63,3929.559,1285.345,343147.172,1.344,20.851,0.0,138.591
392,156,710812.0,2.63,0.0,1605641.438,2.63,3929.559,1285.345,343147.172,1.344,20.851,0.0,138.591
392,156,847120.0,138.591,0.0,1605641.438,2.63,3929.559,1285.345,343147.172,1.344,20.851,0.0,138.591
392,156,852520.0,1.344,0.0,1605641.438,2.63,3929.559,1285.345,343147.172,1.344,20.851,0.0,138.591
392,156,854219.0,3929.559,0.0,1605641.438,2.63,3929.559,1285.345,343147.172,1.344,20.851,0.0,138.591
392,156,870323.0,343147.172,0.0,1605641.438,2.63,3929.559,1285.345,343147.172,1.344,20.851,0.0,138.591
842,156,270900.0,35465.083,35465.083,892700.199,11.067,896.286,825.389,430290.891,1979.88,0.0,204.359,2243.913
842,156,271000.0,892700.199,35465.083,892700.199,11.067,896.286,825.389,430290.891,1979.88,0.0,204.359,2243.913
842,156,271111.0,204.359,35465.083,892700.199,11.067,896.286,825.389,430290.891,1979.88,0.0,204.359,2243.913
842,156,300490.0,825.389,35465.083,892700.199,11.067,896.286,825.389,430290.891,1979.88,0.0,204.359,2243.913
842,156,710812.0,11.067,35465.083,892700.199,11.067,896.286,825.389,430290.891,1979.88,0.0,204.359,2243.913
842,156,847120.0,2243.913,35465.083,892700.199,11.067,896.286,825.389,430290.891,1979.88,0.0,204.359,2243.913
842,156,852520.0,1979.88,35465.083,892700.199,11.067,896.286,825.389,430290.891,1979.88,0.0,204.359,2243.913
842,156,854219.0,896.286,35465.083,892700.199,11.067,896.286,825.389,430290.891,1979.88,0.0,204.359,2243.913
842,156,870323.0,430290.891,35465.083,892700.199,11.067,896.286,825.389,430290.891,1979.88,0.0,204.359,2243.913
276,842,271000.0,78585.431,0.0,78585.431,0.375,226.978,9060.593,704179.455,139.699,0.0,0.0,271.543
276,842,300490.0,9060.593,0.0,78585.431,0.375,226.978,9060.593,704179.455,139.699,0.0,0.0,271.543
276,842,710812.0,0.375,0.0,78585.431,0.375,226.978,9060.593,704179.455,139.699,0.0,0.0,271.543
276,842,847120.0,271.543,0.0,78585.431,0.375,226.978,9060.593,704179.455,139.699,0.0,0.0,271.543
276,842,852520.0,139.699,0.0,78585.431,0.375,226.978,9060.593,704179.455,139.699,0.0,0.0,271.543
276,842,854219.0,226.978,0.0,78585.431,0.375,226.978,9060.593,704179.455,139.699,0.0,0.0,271.543
276,842,870323.0,704179.455,0.0,78585.431,0.375,226.978,9060.593,704179.455,139.699,0.0,0.0,271.543
528,276,270900.0,1821557.894,1821557.894,17659366.724,25.85,1532.452,4618.945,38324.572,590.478,0.0,0.0,7231.947
528,276,271000.0,17659366.724,1821557.894,17659366.724,25.85,1532.452,4618.945,38324.572,590.478,0.0,0.0,7231.947
528,276,300490.0,4618.945,1821557.894,17659366.724,25.85,1532.452,4618.945,38324.572,590.478,0.0,0.0,7231.947
528,276,710812.0,25.85,1821557.894,17659366.724,25.85,1532.452,4618.945,38324.572,590.478,0.0,0.0,7231.947
528,276,847120.0,7231.947,1821557.894,17659366.724,25.85,1532.452,4618.945,38324.572,590.478,0.0,0.0,7231.947
528,276,852520.0,590.478,1821557.894,17659366.724,25.85,1532.452,4618.945,38324.572,590.478,0.0,0.0,7231.947
528,276,854219.0,1532.452,1821557.894,17659366.724,25.85,1532.452,4618.945,38324.572,590.478,0.0,0.0,7231.947
528,276,870323.0,38324.572,1821557.894,17659366.724,25.85,1532.452,4618.945,38324.572,590.478,0.0,0.0,7231.947
276,826,270900.0,39563.0,39563.0,577871.007,23.543,1118.208,28197.073,173910.978,1030.188,0.0,0.162,3869.223
276,826,271000.0,577871.007,39563.0,577871.007,23.543,1118.208,28197.073,173910.978,1030.188,0.0,0.162,3869.223
276,826,271111.0,0.162,39563.0,577871.007,23.543,1118.208,28197.073,173910.978,1030.188,0.0,0.162,3869.223
276,826,300490.0,28197.073,39563.0,577871.007,23.543,1118.208,28197.073,173910.978,1030.188,0.0,0.162,3869.223
276,826,710812.0,23.543,39563.0,577871.007,23.543,1118.208,28197.073,173910.978,1030.188,0.0,0.162,3869.223
276,826,847120.0,3869.223,39563.0,577871.007,23.543,1118.208,28197.073,173910.978,1030.188,0.0,0.162,3869.223
276,826,852520.0,1030.188,39563.0,577871.007,23.543,1118.208,28197.073,173910.978,1030.188,0.0,0.162,3869.223
276,826,854219.0,1118.208,39563.0,577871.007,23.543,1118.208,28197.073,173910.978,1030.188,0.0,0.162,3869.223
276,826,870323.0,173910.978,39563.0,577871.007,23.543,1118.208,28197.073,173910.978,1030.188,0.0,0.162,3869.223
344,156,270900.0,128876.546,128876.546,152957.867,1400.304,318.624,22695.821,7128.389,780.591,0.0,0.0,824.186
344,156,271000.0,152957.867,128876.546,152957.867,1400.304,318.624,22695.821,7128.389,780.591,0.0,0.0,824.186
344,156,300490.0,22695.821,128876.546,152957.867,1400.304,318.624,22695.821,7128.389,780.591,0.0,0.0,824.186
344,156,710812.0,1400.304,128876.546,152957.867,1400.304,318.624,22695.821,7128.389,780.591,0.0,0.0,824.186
344,156,847120.0,824.186,128876.546,152957.867,1400.304,318.624,22695.821,7128.389,780.591,0.0,0.0,824.186
344,156,852520.0,780.591,128876.546,152957.867,1400.304,318.624,22695.821,7128.389,780.591,0.0,0.0,824.186
344,156,854219.0,318.624,128876.546,152957.867,1400.304,318.624,22695.821,7128.389,780.591,0.0,0.0,824.186
344,156,870323.0,7128.389,128876.546,152957.867,1400.304,318.624,22695.821,7128.389,780.591,0.0,0.0,824.186
36,156,270900.0,1222893.022,1222893.022,10821.899,0.0,1.671,1683.746,174.222,8.801,0.0,3556624.218,44.765
36,156,271000.0,10821.899,1222893.022,10821.899,0.0,1.671,1683.746,174.222,8.801,0.0,3556624.218,44.765
36,156,271111.0,3556624.218,1222893.022,10821.899,0.0,1.671,1683.746,174.222,8.801,0.0,3556624.218,44.765
36,156,300490.0,1683.746,1222893.022,10821.899,0.0,1.671,1683.746,174.222,8.801,0.0,3556624.218,44.765
36,156,847120.0,44.765,1222893.022,10821.899,0.0,1.671,1683.746,174.222,8.801,0.0,3556624.218,44.765
36,156,852520.0,8.801,1222893.022,10821.899,0.0,1.671,1683.746,174.222,8.801,0.0,3556624.218,44.765
36,156,854219.0,1.671,1222893.022,10821.899,0.0,1.671,1683.746,174.222,8.801,0.0,3556624.218,44.765
36,156,870323.0,174.222,1222893.022,10821.899,0.0,1.671,1683.746,174.222,8.801,0.0,3556624.218,44.765
276,156,271000.0,62067.088,0.0,62067.088,4.087,347.613,7966.063,990961.905,43.679,0.0,0.0,51.863
276,156,300490.0,7966.063,0.0,62067.088,4.087,347.613,7966.063,990961.905,43.679,0.0,0.0,51.863
276,156,710812.0,4.087,0.0,62067.088,4.087,347.613,7966.063,990961.905,43.679,0.0,0.0,51.863
276,156,847120.0,51.863,0.0,62067.088,4.087,347.613,7966.063,990961.905,43.679,0.0,0.0,51.863
276,156,852520.0,43.679,0.0,62067.088,4.087,347.613,7966.063,990961.905,43.679,0.0,0.0,51.863
