i,j,k,q,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
124,842,270900.0,93860189.267,93860189.267,15412233.367,37452.31,528790.526,29.841,206052534.656,5198.822,1049095.299,31.915,143.577
124,842,271000.0,15412233.367,93860189.267,15412233.367,37452.31,528790.526,29.841,206052534.656,5198.822,1049095.299,31.915,143.577
124,842,271121.0,206052534.656,93860189.267,15412233.367,37452.31,528790.526,29.841,206052534.656,5198.822,1049095.299,31.915,143.577
124,842,300490.0,37452.31,93860189.267,15412233.367,37452.31,528790.526,29.841,206052534.656,5198.822,1049095.299,31.915,143.577
124,842,847330.0,31.915,93860189.267,15412233.367,37452.31,528790.526,29.841,206052534.656,5198.822,1049095.299,31.915,143.577
124,842,852520.0,5198.822,93860189.267,15412233.367,37452.31,528790.526,29.841,206052534.656,5198.822,1049095.299,31.915,143.577
124,842,854211.0,29.841,93860189.267,15412233.367,37452.31,528790.526,29.841,206052534.656,5198.822,1049095.299,31.915,143.577
124,842,870323.0,528790.526,93860189.267,15412233.367,37452.31,528790.526,29.841,206052534.656,5198.822,1049095.299,31.915,143.577
124,842,870324.0,1049095.299,93860189.267,15412233.367,37452.31,528790.526,29.841,206052534.656,5198.822,1049095.299,31.915,143.577
124,842,870332.0,143.577,93860189.267,15412233.367,37452.31,528790.526,29.841,206052534.656,5198.822,1049095.299,31.915,143.577
156,842,270900.0,650891.981,650891.981,566591.057,1260.137,221.989,197.59,0.002,21289.461,51.029,235997.195,0.0
156,842,271000.0,566591.057,650891.981,566591.057,1260.137,221.989,197.59,0.002,21289.461,51.029,235997.195,0.0
156,842,271121.0,0.002,650891.981,566591.057,1260.137,221.989,197.59,0.002,21289.461,51.029,235997.195,0.0
156,842,300490.0,1260.137,650891.981,566591.057,1260.137,221.989,197.59,0.002,21289.461,51.029,235997.195,0.0
156,842,847330.0,235997.195,650891.981,566591.057,1260.137,221.989,197.59,0.002,21289.461,51.029,235997.195,0.0
156,842,852520.0,21289.461,650891.981,566591.057,1260.137,221.989,197.59,0.002,21289.461,51.029,235997.195,0.0
156,842,854211.0,197.59,650891.981,566591.057,1260.137,221.989,197.59,0.002,21289.461,51.029,235997.195,0.0
