i,j,k,q,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
124,842,270900.0,90326233.98,90326233.98,15180610.5,547685.229,33603.96,30.398,1498222.198,0.0,5174.494,40.394,0.0
124,842,271000.0,15180610.5,90326233.98,15180610.5,547685.229,33603.96,30.398,1498222.198,0.0,5174.494,40.394,0.0
124,842,300490.0,33603.96,90326233.98,15180610.5,547685.229,33603.96,30.398,1498222.198,0.0,5174.494,40.394,0.0
124,842,847330.0,0.0,90326233.98,15180610.5,547685.229,33603.96,30.398,1498222.198,0.0,5174.494,40.394,0.0
124,842,852520.0,5174.494,90326233.98,15180610.5,547685.229,33603.96,30.398,1498222.198,0.0,5174.494,40.394,0.0
124,842,854211.0,30.398,90326233.98,15180610.5,547685.229,33603.96,30.398,1498222.198,0.0,5174.494,40.394,0.0
124,842,854219.0,0.0,90326233.98,15180610.5,547685.229,33603.96,30.398,1498222.198,0.0,5174.494,40.394,0.0
124,842,870323.0,547685.229,90326233.98,15180610.5,547685.229,33603.96,30.398,1498222.198,0.0,5174.494,40.394,0.0
124,842,870324.0,1498222.198,90326233.98,15180610.5,547685.229,33603.96,30.398,1498222.198,0.0,5174.494,40.394,0.0
124,842,870332.0,40.394,90326233.98,15180610.5,547685.229,33603.96,30.398,1498222.198,0.0,5174.494,40.394,0.0
156,842,270900.0,630310.386,630310.386,612855.519,117.122,1177.08,357.882,24.732,270201.099,78306.304,0.0,0.0
156,842,271000.0,612855.519,630310.386,612855.519,117.122,1177.08,357.882,24.732,270201.099,78306.304,0.0,0.0
156,842,300490.0,1177.08,630310.386,612855.519,117.122,1177.08,357.882,24.732,270201.099,78306.304,0.0,0.0
156,842,847330.0,270201.099,630310.386,612855.519,117.122,1177.08,357.882,24.732,270201.099,78306.304,0.0,0.0
156,842,852520.0,78306.304,630310.386,612855.519,117.122,1177.08,357.882,24.732,270201.099,78306.304,0.0,0.0
156,842,854211.0,357.882,630310.386,612855.519,117.122,1177.08,357.882,24.732,270201.099,78306.304,0.0,0.0
156,842,854219.0,0.0,630310.386,612855.519,117.122,1177.08,357.882,24.732,270201.099,78306.304,0.0,0.0
156,842,870323.0,117.122,630310.386,612855.519,117.122,1177.08,357.882,24.732,270201.099,78306.304,0.0,0.0
156,842,870324.0,24.732,630310.386,612855.519,117.122,1177.08,357.882,24.732,270201.099,78306.304,0.0,0.0
842,124,270900.0,2050478.759,2050478.759,4030967.969,600138.994,32453.773,99.589,373319.637,0.0,2139.441,1242.667,0.0
842,124,271000.0,4030967.969,2050478.759,4030967.969,600138.994,32453.773,99.589,373319.637,0.0,2139.441,1242.667,0.0
842,124,300490.0,32453.773,2050478.759,4030967.969,600138.994,32453.773,99.589,373319.637,0.0,2139.441,1242.667,0.0
