i,j,k,q,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
124,842,270900.0,60903957.193,60903957.193,629500.34,1344.566,12160558.19,0.0,2290466.783,842.185,969183.937,7023.537,80.963
124,842,271000.0,12160558.19,60903957.193,629500.34,1344.566,12160558.19,0.0,2290466.783,842.185,969183.937,7023.537,80.963
124,842,847192.0,7023.537,60903957.193,629500.34,1344.566,12160558.19,0.0,2290466.783,842.185,969183.937,7023.537,80.963
124,842,847193.0,842.185,60903957.193,629500.34,1344.566,12160558.19,0.0,2290466.783,842.185,969183.937,7023.537,80.963
124,842,847330.0,0.0,60903957.193,629500.34,1344.566,12160558.19,0.0,2290466.783,842.185,969183.937,7023.537,80.963
124,842,854211.0,1344.566,60903957.193,629500.34,1344.566,12160558.19,0.0,2290466.783,842.185,969183.937,7023.537,80.963
124,842,870323.0,629500.34,60903957.193,629500.34,1344.566,12160558.19,0.0,2290466.783,842.185,969183.937,7023.537,80.963
124,842,870324.0,2290466.783,60903957.193,629500.34,1344.566,12160558.19,0.0,2290466.783,842.185,969183.937,7023.537,80.963
124,842,870899.0,969183.937,60903957.193,629500.34,1344.566,12160558.19,0.0,2290466.783,842.185,969183.937,7023.537,80.963
124,842,880240.0,80.963,60903957.193,629500.34,1344.566,12160558.19,0.0,2290466.783,842.185,969183.937,7023.537,80.963
842,124,270900.0,1863586.082,1863586.082,458548.712,3093.177,2604485.12,0.0,554586.74,3136.66,0.0,12871.816,469.518
842,124,271000.0,2604485.12,1863586.082,458548.712,3093.177,2604485.12,0.0,554586.74,3136.66,0.0,12871.816,469.518
842,124,847192.0,12871.816,1863586.082,458548.712,3093.177,2604485.12,0.0,554586.74,3136.66,0.0,12871.816,469.518
842,124,847193.0,3136.66,1863586.082,458548.712,3093.177,2604485.12,0.0,554586.74,3136.66,0.0,12871.816,469.518
842,124,847330.0,0.0,1863586.082,458548.712,3093.177,2604485.12,0.0,554586.74,3136.66,0.0,12871.816,469.518
842,124,854211.0,3093.177,1863586.082,458548.712,3093.177,2604485.12,0.0,554586.74,3136.66,0.0,12871.816,469.518
842,124,870323.0,458548.712,1863586.082,458548.712,3093.177,2604485.12,0.0,554586.74,3136.66,0.0,12871.816,469.518
842,124,870324.0,554586.74,1863586.082,458548.712,3093.177,2604485.12,0.0,554586.74,3136.66,0.0,12871.816,469.518
842,124,870899.0,0.0,1863586.082,458548.712,3093.177,2604485.12,0.0,554586.74,3136.66,0.0,12871.816,469.518
842,124,880240.0,469.518,1863586.082,458548.712,3093.177,2604485.12,0.0,554586.74,3136.66,0.0,12871.816,469.518
392,842,271000.0,308654.37,0.0,1194104.788,12725.402,308654.37,56404.519,570716.094,28223.216,167138.5,38094.479,39.95
392,842,847192.0,38094.479,0.0,1194104.788,12725.402,308654.37,56404.519,570716.094,28223.216,167138.5,38094.479,39.95
392,842,847193.0,28223.216,0.0,1194104.788,12725.402,308654.37,56404.519,570716.094,28223.216,167138.5,38094.479,39.95
392,842,847330.0,56404.519,0.0,1194104.788,12725.402,308654.37,56404.519,570716.094,28223.216,167138.5,38094.479,39.95
392,842,854211.0,12725.402,0.0,1194104.788,12725.402,308654.37,56404.519,570716.094,28223.216,167138.5,38094.479,39.95
392,842,870323.0,1194104.788,0.0,1194104.788,12725.402,308654.37,56404.519,570716.094,28223.216,167138.5,38094.479,39.95
392,842,870324.0,570716.094,0.0,1194104.788,12725.402,308654.37,56404.519,570716.094,28223.216,167138.5,38094.479,39.95
392,842,870899.0,167138.5,0.0,1194104.788,12725.402,308654.37,56404.519,570716.094,28223.216,167138.5,38094.479,39.95
392,842,880240.0,39.95,0.0,1194104.788,12725.402,308654.37,56404.519,570716.094,28223.216,167138.5,38094.479,39.95
484,842,270900.0,65342710.669,65342710.669,444601.632,20092.844,1467032.097,14411.453,282328.864,408.875,103481.646,115185.376,2181.75
484,842,271000.0,1467032.097,65342710.669,444601.632,20092.844,1467032.097,14411.453,282328.864,408.875,103481.646,115185.376,2181.75
484,842,847192.0,115185.376,65342710.669,444601.632,20092.844,1467032.097,14411.453,282328.864,408.875,103481.646,115185.376,2181.75
484,842,847193.0,408.875,65342710.669,444601.632,20092.844,1467032.097,14411.453,282328.864,408.875,103481.646,115185.376,2181.75
484,842,847330.0,14411.453,65342710.669,444601.632,20092.844,1467032.097,14411.453,282328.864,408.875,103481.646,115185.376,2181.75
484,842,854211.0,20092.844,65342710.669,444601.632,20092.844,1467032.097,14411.453,282328.864,408.875,103481.646,115185.376,2181.75
484,842,870323.0,444601.632,65342710.669,444601.632,20092.844,1467032.097,14411.453,282328.864,408.875,103481.646,115185.376,2181.75
484,842,870324.0,282328.864,65342710.669,444601.632,20092.844,1467032.097,14411.453,282328.864,408.875,103481.646,115185.376,2181.75
484,842,870899.0,103481.646,65342710.669,444601.632,20092.844,1467032.097,14411.453,282328.864,408.875,103481.646,115185.376,2181.75
484,842,880240.0,2181.75,65342710.669,444601.632,20092.844,1467032.097,14411.453,282328.864,408.875,103481.646,115185.376,2181.75
842,484,270900.0,788.375,788.375,242772.56,46301.776,7290116.32,31871.832,156643.312,1814.25,285994.816,23087.2,817.562
842,484,271000.0,7290116.32,788.375,242772.56,46301.776,7290116.32,31871.832,156643.312,1814.25,285994.816,23087.2,817.562
842,484,847192.0,23087.2,788.375,242772.56,46301.776,7290116.32,31871.832,156643.312,1814.25,285994.816,23087.2,817.562
842,484,847193.0,1814.25,788.375,242772.56,46301.776,7290116.32,31871.832,156643.312,1814.25,285994.816,23087.2,817.562
842,484,847330.0,31871.832,788.375,242772.56,46301.776,7290116.32,31871.832,156643.312,1814.25,285994.816,23087.2,817.562
842,484,854211.0,46301.776,788.375,242772.56,46301.776,7290116.32,31871.832,156643.312,1814.25,285994.816,23087.2,817.562
842,484,870323.0,242772.56,788.375,242772.56,46301.776,7290116.32,31871.832,156643.312,1814.25,285994.816,23087.2,817.562
842,484,870324.0,156643.312,788.375,242772.56,46301.776,7290116.32,31871.832,156643.312,1814.25,285994.816,23087.2,817.562
842,484,870899.0,285994.816,788.375,242772.56,46301.776,7290116.32,31871.832,156643.312,1814.25,285994.816,23087.2,817.562
842,484,880240.0,817.562,788.375,242772.56,46301.776,7290116.32,31871.832,156643.312,1814.25,285994.816,23087.2,817.562
842,392,270900.0,516751.95,516751.95,79529.89,7887.31,1238601.625,5516.253,56283.702,968.418,13125.242,3044.477,2408.875
842,392,271000.0,1238601.625,516751.95,79529.89,7887.31,1238601.625,5516.253,56283.702,968.418,13125.242,3044.477,2408.875
842,392,847192.0,3044.477,516751.95,79529.89,7887.31,1238601.625,5516.253,56283.702,968.418,13125.242,3044.477,2408.875
