i,j
404,528
516,24
446,344
266,392
100,842
516,156
788,528
508,710
120,528
218,156
188,558
498,642
508,454
504,792
191,842
188,56
188,320
591,604
48,392
422,784
450,842
600,152
504,392
112,398
340,222
894,156
442,208
795,792
304,208
226,620
591,276
70,40
788,792
470,842
760,842
894,710
266,724
428,616
384,56
442,616
218,276
96,554
226,528
191,348
116,826
218,222
48,710
384,466
340,320
688,348
780,826
191,826
591,170
860,826
858,643
400,392
178,780
858,156
780,328
598,276
233,826
404,842
226,76
112,233
600,643
188,484
320,558
634,842
180,246
352,842
320,188
178,566
533,76
860,392
104,392
860,156
516,842
428,246
188,340
422,792
760,724
591,192
512,634
508,56
858,484
428,376
470,392
384,826
428,528
48,528
780,170
591,340
860,842
188,826
508,724
807,100
48,450
446,156
68,862
894,180
116,124
188,276
540,392
688,703
834,710
807,300
634,36
218,528
233,528
442,620
68,604
470,826
634,360
400,760
512,528
512,364
388,124
442,156
188,222
584,616
422,368
442,203
417,643
422,682
144,784
404,784
418,704
860,410
688,100
196,826
807,276
788,504
858,862
384,724
48,410
591,188
180,842
233,804
600,862
428,842
191,643
222,558
214,56
48,360
233,616
688,203
178,702
478,724
50,40
233,792
780,410
48,508
858,724
214,724
834,156
780,28
591,214
112,498
352,392
352,208
266,804
288,842
422,760
340,484
178,620
178,288
807,191
50,616
196,276
324,724
72,156
894,410
178,724
428,504
144,643
788,364
52,566
584,276
499,688
268,124
858,842
50,392
470,422
50,752
760,528
388,826
266,528
795,642
44,392
404,818
218,56
116,704
116,724
72,716
740,56
120,266
48,702
324,643
760,826
188,214
328,124
51,643
400,156
516,724
598,410
68,392
218,340
192,724
470,178
96,702
591,222
352,724
191,470
858,528
68,170
478,276
178,528
887,410
268,31
887,682
120,410
470,196
408,862
558,222
762,643
533,826
404,586
191,584
795,398
512,826
426,710
478,392
807,688
120,178
858,826
90,156
400,376
834,784
388,528
887,414
400,360
191,499
558,484
51,276
144,392
404,706
417,398
760,414
231,784
191,528
498,804
470,410
600,604
320,152
562,566
834,404
320,124
496,124
70,499
760,784
860,300
320,591
400,12
242,842
400,818
422,818
533,170
148,392
222,188
408,76
268,804
540,36
384,686
104,458
858,152
470,792
120,56
196,702
800,404
800,646
268,842
384,180
70,348
340,56
716,72
324,276
144,528
400,422
214,528
600,276
800,784
116,702
68,56
266,458
480,842
426,842
144,364
8,300
144,344
288,458
894,764
340,276
834,392
887,702
72,376
242,826
72,566
768,204
894,682
178,24
214,826
324,842
600,724
834,528
795,348
116,392
214,156
242,36
266,276
404,646
834,180
404,180
328,826
860,348
598,724
762,792
562,842
104,50
214,124
178,784
328,842
860,417
430,842
340,124
84,842
716,528
68,156
226,276
795,842
598,608
288,276
422,400
222,591
795,268
222,276
508,826
120,826
600,858
533,124
214,246
404,276
894,392
268,100
388,643
214,484
51,528
740,842
214,276
508,276
262,682
418,156
178,266
430,616
454,710
626,392
268,826
646,404
834,454
480,450
268,51
4,586
800,180
598,458
266,60
144,792
288,56
70,842
768,710
400,458
352,156
96,608
716,842
72,56
800,826
558,340
320,214
466,686
422,414
478,56
516,458
320,392
28,566
540,724
422,634
748,842
450,276
320,528
600,842
231,842
768,288
72,842
598,528
144,760
478,384
558,188
231,682
96,842
104,410
807,8
598,826
222,724
894,826
288,724
68,276
404,894
834,276
430,704
598,842
426,56
795,724
740,328
894,528
196,56
388,276
533,56
834,826
800,56
422,364
226,484
694,56
288,566
20,724
104,276
598,702
600,156
422,826
68,124
795,643
242,702
340,558
887,458
422,56
288,854
120,276
807,724
498,112
60,276
670,300
52,842
807,70
116,764
352,566
446,276
422,566
68,826
800,528
324,372
498,276
408,616
231,276
716,894
51,56
686,270
768,276
516,528
690,826
214,388
408,300
524,842
204,566
266,344
480,56
352,620
558,320
716,826
214,410
768,854
600,392
60,76
600,376
320,276
540,156
96,764
800,276
324,804
430,178
196,760
716,454
352,56
8,688
268,196
304,392
214,188
686,324
894,454
68,152
204,156
258,344
499,300
51,268
748,414
716,392
70,203
340,188
584,300
748,826
320,682
180,616
430,276
480,710
120,300
598,554
558,124
116,56
480,724
508,156
352,643
192,643
894,842
807,842
686,478
196,528
116,528
584,704
478,120
340,826
352,616
388,352
562,392
231,156
454,842
686,724
268,705
533,484
520,410
834,800
834,842
44,724
242,392
516,276
716,276
807,56
52,388
508,716
44,124
196,643
104,704
854,56
28,616
204,466
70,642
196,642
328,620
192,276
480,784
408,634
104,702
70,528
4,566
222,214
226,124
498,792
196,76
96,458
196,376
748,620
496,643
480,276
417,860
324,124
104,826
807,705
60,710
860,276
646,56
44,276
446,826
887,842
498,616
462,764
418,826
328,528
454,826
332,214
706,784
51,100
84,826
51,842
222,484
748,834
686,624
430,56
854,156
499,705
762,414
882,36
516,56
242,554
540,56
740,352
8,156
768,562
92,484
8,276
70,616
748,508
686,178
268,484
807,643
51,887
454,528
516,376
231,528
196,428
454,276
192,214
558,528
659,842
662,842
740,528
192,208
454,56
508,620
340,724
686,784
258,392
104,724
834,894
540,528
686,384
795,276
600,68
328,388
450,156
496,842
44,462
748,404
854,702
340,528
498,826
694,842
533,887
96,826
92,826
558,724
418,410
120,226
807,528
646,180
96,156
540,410
116,616
508,894
242,776
192,484
388,703
388,642
104,784
418,276
44,792
762,100
768,266
540,710
28,276
84,188
8,807
854,764
104,344
540,842
740,52
768,56
716,724
408,792
795,31
417,156
268,643
706,887
478,643
533,724
466,384
887,400
192,620
454,620
524,276
52,826
204,478
324,56
686,56
268,724
498,398
231,376
795,50
92,56
222,124
268,276
52,780
192,76
740,780
418,842
430,392
795,826
478,842
466,156
800,108
51,826
44,458
72,764
748,410
450,724
275,400
408,4
558,56
533,604
20,566
498,703
480,690
674,642
450,826
72,894
192,398
231,56
180,528
768,466
44,484
662,780
446,392
16,620
231,826
478,826
686,148
192,862
388,862
148,156
800,724
180,620
340,214
454,410
768,76
340,504
388,246
716,410
762,12
242,16
499,70
8,528
8,792
558,826
52,76
748,586
496,392
508,616
796,120
136,826
231,792
328,780
478,528
192,196
417,792
324,156
716,156
408,818
192,188
584,724
748,682
417,784
140,156
690,392
686,528
454,643
548,392
480,528
222,528
454,792
496,410
72,392
304,124
584,764
72,516
533,410
304,276
533,792
8,499
740,76
558,276
800,834
222,344
854,392
328,56
204,686
316,585
454,392
450,702
498,196
768,528
231,392
316,583
748,528
450,710
242,296
242,548
90,764
60,40
408,764
450,528
204,360
51,724
140,56
454,834
748,36
854,586
258,842
328,804
748,566
52,662
4,842
454,508
324,384
204,178
450,56
740,616
450,480
466,764
585,392
662,826
480,620
558,862
408,784
454,616
558,214
446,484
762,233
408,12
8,724
388,780
28,826
388,392
51,364
670,156
498,100
408,344
28,528
44,320
450,784
304,156
417,762
51,804
408,682
454,818
222,56
136,76
180,392
646,276
646,764
242,882
762,300
52,682
478,566
8,643
496,276
624,704
690,276
740,276
854,204
72,276
674,705
446,704
132,724
762,203
90,724
204,704
430,710
854,384
108,784
90,410
316,608
262,404
446,124
204,384
854,826
646,748
4,246
84,384
690,480
562,528
466,842
466,768
762,156
417,276
430,124
768,384
740,388
418,56
524,826
204,148
328,52
140,504
466,704
324,31
430,410
204,764
562,724
90,608
762,4
466,586
332,124
446,458
51,124
262,784
694,276
4,643
446,608
332,764
292,834
180,276
418,392
292,300
430,404
499,276
466,854
450,124
583,764
854,288
646,344
646,842
674,40
584,360
52,862
180,178
646,398
180,646
52,670
242,344
204,842
646,156
646,826
4,364
499,528
462,826
690,724
854,562
690,768
520,36
706,682
466,204
64,50
674,724
584,842
524,124
418,616
462,144
52,328
499,348
584,392
8,40
204,586
646,710
662,52
262,818
292,724
140,360
762,528
524,792
316,392
706,512
332,56
108,276
674,300
292,616
430,324
417,56
92,724
694,616
132,620
328,156
499,826
204,854
292,826
28,410
499,818
140,704
417,764
262,512
304,764
674,826
4,792
52,308
212,704
762,348
430,50
8,842
92,398
854,842
92,124
84,120
674,276
212,682
466,324
690,450
84,372
28,740
466,56
292,276
92,470
417,364
706,586
584,608
140,276
52,124
499,203
304,616
524,392
52,28
90,392
499,191
296,218
308,842
304,826
496,826
84,124
548,56
882,554
328,724
670,780
496,804
4,795
690,508
16,360
670,308
84,528
148,276
694,528
626,36
84,484
646,586
92,710
499,8
670,724
84,780
140,842
60,724
674,616
108,404
418,528
4,784
418,724
92,360
262,414
140,724
548,608
90,704
646,800
242,540
140,792
670,662
524,620
308,826
258,276
499,152
292,208
262,528
417,804
304,643
132,384
84,360
332,484
316,344
646,108
670,616
275,842
706,48
92,842
694,826
140,784
92,440
242,124
292,608
212,388
84,620
332,156
332,704
108,646
148,620
562,204
136,724
332,826
304,352
4,56
690,170
706,566
304,620
624,768
417,233
417,112
626,124
90,458
548,682
690,528
562,36
674,56
690,40
304,842
140,376
4,762
670,682
690,842
690,152
796,616
4,398
212,28
796,842
16,36
296,764
212,826
92,300
108,180
275,12
462,392
524,156
4,368
670,52
258,156
96,818
694,203
90,702
583,842
524,724
258,540
90,36
174,784
694,705
174,792
28,440
662,212
332,410
275,784
108,148
28,124
562,764
524,818
292,504
308,212
670,826
678,24
659,124
662,670
108,56
316,702
20,276
674,528
694,156
524,784
148,764
562,288
108,586
212,780
316,566
64,524
275,410
275,682
140,620
540,344
670,28
60,826
562,384
174,300
60,842
60,410
258,56
462,276
426,124
262,344
212,784
562,76
548,458
462,842
426,450
659,31
548,540
20,56
148,50
626,276
662,28
674,818
674,76
882,842
674,422
694,724
108,800
308,662
275,826
462,364
270,56
562,854
548,360
262,800
90,360
776,554
275,56
258,124
270,826
670,659
212,36
496,417
583,392
584,826
583,316
28,170
212,392
270,724
308,52
462,752
64,344
662,308
270,156
499,642
136,842
626,360
270,528
60,566
108,842
496,203
332,724
296,36
882,360
132,76
258,36
776,842
16,554
212,328
270,50
694,300
548,242
292,376
174,12
662,388
16,410
308,659
694,804
108,752
580,203
694,484
674,246
292,752
462,724
882,16
584,682
174,702
212,842
108,834
659,826
882,156
90,554
148,360
212,659
626,704
462,528
60,608
426,404
108,156
108,748
275,414
796,266
296,344
258,554
462,458
212,156
796,566
270,686
108,608
580,392
462,818
90,242
20,458
20,703
316,410
776,392
148,504
148,258
678,56
662,410
308,276
548,36
662,328
262,156
796,124
136,188
426,156
426,826
548,554
90,344
678,528
28,842
662,72
796,703
332,392
296,392
262,56
258,826
580,826
308,528
258,704
662,659
20,788
548,842
275,818
626,686
706,792
28,208
426,360
262,842
64,392
148,372
20,842
148,826
316,764
662,484
20,528
882,392
174,276
583,218
20,616
308,392
426,784
20,203
796,76
308,124
580,344
624,156
296,842
659,203
275,528
270,764
548,410
308,670
678,620
308,56
308,28
16,344
776,36
776,360
136,388
308,214
580,702
16,50
659,276
520,50
270,842
706,834
174,842
580,583
796,231
706,634
706,400
659,32
132,702
624,686
270,704
136,780
706,384
64,616
624,620
136,484
798,36
706,760
624,100
296,608
659,28
706,764
659,662
64,276
626,620
270,478
316,124
174,528
132,528
624,50
659,308
270,360
16,792
426,484
580,585
275,276
520,566
16,646
426,480
132,504
583,703
882,410
64,842
426,818
64,56
426,392
583,214
585,586
296,56
796,276
624,270
776,410
659,191
882,764
520,360
426,682
659,52
132,686
624,458
580,410
16,372
580,484
132,842
136,170
64,170
776,882
16,788
776,344
64,784
132,203
624,740
659,804
296,410
580,566
132,276
624,410
64,462
64,360
678,214
798,360
585,480
796,764
520,484
626,566
64,458
626,554
776,826
520,56
580,792
132,566
776,16
520,616
583,580
624,132
316,203
882,826
882,682
776,242
583,372
624,414
678,276
583,608
174,710
678,484
678,554
626,208
296,798
132,392
580,528
585,583
174,826
798,442
626,586
882,242
678,266
626,446
136,124
520,842
678,566
520,705
678,44
626,724
585,608
520,372
882,152
174,616
583,584
583,410
678,842
174,682
174,586
296,208
520,203
296,807
585,616
585,410
296,242
583,344
798,842
583,458
776,276
583,484
798,208
798,466
798,682
585,156
798,566
798,242
585,484
798,710
798,116
585,458
798,643
798,296
585,116
585,842
