i,j
400,368
116,344
352,276
372,124
688,70
642,56
440,112
226,392
512,702
642,804
266,780
818,422
12,788
191,705
748,710
218,152
376,724
862,214
554,702
320,222
233,428
376,643
504,842
50,124
376,124
400,842
440,826
226,842
705,643
68,32
442,528
604,528
604,170
218,591
218,170
508,710
862,76
368,300
214,332
368,504
440,752
586,50
170,780
818,710
598,392
862,112
804,642
288,784
266,178
818,156
288,528
818,400
554,276
705,688
428,276
70,191
384,276
604,862
887,410
818,300
96,360
188,528
558,842
31,360
68,842
705,348
440,804
434,724
860,792
512,682
705,616
604,218
31,804
554,458
50,792
288,842
300,702
862,276
554,360
834,710
608,124
807,688
688,499
788,724
226,528
586,792
862,218
70,276
862,388
192,156
100,292
818,784
620,76
440,842
300,642
112,440
50,56
116,826
608,360
400,682
266,458
196,300
688,643
116,276
24,178
266,36
52,566
608,704
414,682
428,752
388,842
31,376
531,702
554,682
516,826
320,340
233,440
504,276
50,528
368,76
100,643
554,344
191,40
788,434
48,634
858,156
860,156
233,276
44,702
598,156
554,608
705,70
688,642
332,842
100,724
222,320
586,410
705,203
414,704
44,842
422,566
300,528
300,724
498,643
70,688
780,32
414,716
860,398
862,558
300,807
512,710
218,643
862,56
705,826
178,36
100,688
222,340
600,32
504,528
24,604
620,504
862,724
112,156
862,124
422,710
894,710
31,112
48,392
384,566
620,156
504,826
72,710
795,804
31,458
112,398
104,392
834,156
780,388
620,752
275,376
705,528
620,484
428,616
384,124
24,724
116,702
300,643
48,512
470,276
780,724
442,724
233,566
48,842
300,784
620,616
50,392
404,800
442,842
48,410
178,724
586,724
858,32
434,826
48,784
434,842
508,56
440,208
144,276
31,268
31,276
112,233
504,56
188,591
100,807
266,392
860,804
600,276
320,484
887,392
50,616
288,826
116,124
860,4
586,56
100,826
31,792
188,344
368,40
531,76
226,124
516,842
144,56
384,710
180,842
600,152
136,724
531,842
96,156
100,40
68,392
788,56
324,152
887,842
24,276
100,616
688,807
688,705
470,702
191,688
226,76
188,484
218,276
70,705
218,156
120,156
705,642
404,528
516,124
352,826
404,826
120,528
266,156
288,566
705,842
586,528
233,528
24,76
70,40
480,826
788,12
894,410
266,724
858,276
512,414
428,826
144,702
598,276
591,320
218,724
470,344
760,682
218,531
418,36
226,410
686,466
688,191
434,528
68,604
780,528
887,682
586,344
320,558
516,56
288,384
788,826
188,558
760,528
512,360
504,792
50,156
180,682
591,604
48,156
116,704
428,246
31,410
340,222
320,188
428,208
512,458
226,826
504,156
340,276
188,320
498,642
192,862
214,156
400,156
304,208
68,410
540,36
233,208
191,842
780,52
178,266
226,178
591,188
96,554
120,724
442,616
504,586
31,100
788,528
196,410
562,842
446,344
328,124
600,643
858,862
112,826
894,180
418,704
504,702
268,31
233,826
788,842
178,124
434,300
384,458
858,643
68,56
591,410
90,156
400,422
426,842
688,40
504,643
591,392
178,826
404,842
591,170
512,586
760,818
384,56
795,792
688,348
191,643
116,392
760,842
418,156
760,400
434,40
50,208
422,682
218,392
84,566
426,56
516,24
60,724
191,348
780,76
218,528
428,528
188,156
780,826
116,764
442,752
384,854
44,616
598,702
112,752
68,156
231,124
558,862
188,340
540,392
48,710
740,842
598,410
404,834
191,442
780,170
288,56
688,100
404,818
20,566
760,792
422,784
470,792
188,56
558,124
795,4
426,710
531,862
288,156
807,100
104,410
508,724
136,276
384,288
762,792
531,214
780,740
548,780
780,328
233,156
72,376
780,862
780,214
120,178
834,276
144,643
516,156
191,792
760,422
144,784
188,458
116,156
442,156
288,854
858,842
470,826
834,392
68,862
768,204
400,784
222,558
328,842
417,643
598,608
442,203
218,56
400,760
188,222
340,320
788,504
231,276
442,40
288,768
320,124
288,792
188,826
231,156
180,56
196,276
400,360
320,152
340,484
388,124
340,56
516,724
417,398
188,214
470,842
68,170
470,300
96,702
320,591
196,364
740,124
268,792
600,724
690,480
144,392
104,458
454,124
48,834
96,458
740,56
480,842
384,466
496,124
192,528
788,392
858,484
788,792
780,124
191,470
196,826
854,710
760,724
214,528
180,566
598,458
178,528
428,842
408,48
148,156
591,192
192,724
598,528
533,170
404,586
400,458
178,620
84,842
120,276
268,51
800,404
51,643
807,300
242,36
688,804
266,566
268,818
434,410
191,826
688,703
196,376
558,566
894,716
48,458
352,842
268,124
222,188
716,156
834,404
894,826
558,222
116,724
400,376
706,682
600,604
178,276
70,499
422,760
598,826
887,826
508,156
4,586
800,646
716,784
214,826
428,112
442,376
48,528
600,792
68,124
858,724
352,724
887,702
196,616
591,484
887,784
120,842
498,804
196,702
188,276
324,724
144,528
858,600
760,392
214,56
470,156
531,558
422,368
320,392
470,760
508,276
516,276
690,784
446,156
352,643
533,887
96,704
470,784
788,156
800,180
120,56
480,710
178,384
400,12
144,364
434,36
72,716
591,214
328,862
400,818
340,156
222,276
226,620
72,56
858,792
340,124
894,516
104,702
324,643
854,156
214,276
600,842
478,724
508,716
533,76
214,724
591,222
894,454
516,528
51,276
540,410
68,826
268,842
480,724
214,124
116,616
404,276
858,528
768,288
68,152
104,50
144,792
104,826
268,398
44,218
352,208
858,826
231,682
470,410
144,124
340,558
478,276
858,152
834,108
480,450
51,100
430,842
584,616
72,842
478,392
508,458
44,214
400,414
740,328
242,842
417,784
768,276
591,616
340,410
600,376
598,842
180,410
352,392
422,792
807,191
268,100
422,56
800,784
340,188
760,40
478,56
807,156
422,400
268,804
8,688
598,724
508,826
8,792
470,788
320,276
116,528
854,792
320,528
558,484
887,56
320,214
662,826
598,360
686,324
795,643
51,124
470,392
498,276
834,528
548,764
516,643
768,422
214,484
231,56
434,792
320,410
196,804
352,616
70,348
860,50
834,180
68,276
508,364
404,894
548,616
558,188
404,643
417,860
716,508
352,566
388,826
96,764
214,410
196,56
214,862
320,604
8,300
231,842
222,591
70,792
887,710
531,84
800,528
51,528
196,528
768,854
404,646
51,887
499,688
70,528
180,528
268,566
196,40
894,792
454,710
268,422
694,56
204,24
860,364
222,484
800,276
480,716
324,372
120,620
600,862
854,702
242,392
807,203
600,410
28,616
466,156
499,348
478,120
418,826
498,826
8,724
196,705
716,826
324,842
324,276
204,156
807,804
51,842
540,156
418,392
422,414
498,616
196,100
748,842
214,392
834,646
686,724
600,528
446,842
478,384
562,392
450,702
887,818
584,764
498,792
51,364
768,562
222,124
807,70
44,780
180,76
422,50
340,826
454,716
716,894
222,344
268,104
478,288
72,156
466,686
70,807
834,454
894,56
686,478
807,705
894,480
516,180
450,276
531,56
180,724
807,528
104,704
450,156
408,528
180,246
242,826
304,392
192,76
533,702
388,528
690,826
51,724
807,8
214,388
686,270
324,804
222,724
531,320
136,470
887,152
454,842
800,56
52,780
454,826
466,854
418,276
430,300
268,276
740,52
180,178
70,703
422,818
104,276
762,643
516,178
430,616
192,826
524,842
70,203
352,56
496,643
807,56
192,56
52,842
807,792
422,634
8,276
558,320
768,566
242,554
498,112
328,826
834,784
508,705
860,417
540,842
540,56
120,826
531,188
222,214
352,620
231,784
834,508
478,566
454,516
90,36
454,404
466,384
64,344
748,508
104,360
51,56
72,894
706,512
340,528
268,196
388,276
533,604
800,702
120,458
454,276
762,4
60,276
266,276
20,724
430,724
231,826
762,156
450,124
417,792
762,410
84,826
430,178
508,76
104,344
748,36
800,826
275,400
860,528
120,266
498,688
540,724
132,724
499,191
454,818
454,56
531,724
104,586
686,624
646,404
466,410
28,710
800,724
686,384
646,458
418,842
44,156
748,404
8,156
204,466
716,620
562,643
860,764
292,528
292,504
748,566
686,56
795,398
328,528
558,340
132,620
136,826
716,72
51,268
108,784
454,156
466,360
499,300
266,56
768,56
231,376
120,704
496,410
686,156
480,56
231,792
662,780
686,422
60,566
795,268
584,410
716,724
531,222
270,156
659,842
800,834
192,276
686,120
795,364
562,566
52,826
854,360
558,56
450,842
480,276
716,276
860,826
8,807
531,410
44,388
222,392
716,56
795,276
740,388
646,56
72,764
324,124
800,108
548,392
92,470
860,842
716,344
716,702
328,620
140,56
748,834
408,76
417,156
231,528
328,388
533,780
694,566
408,276
768,266
324,56
524,276
388,705
662,842
304,156
8,470
740,528
204,566
192,643
562,156
498,398
533,410
762,398
92,516
8,40
450,56
450,724
558,528
204,360
646,180
768,792
626,702
499,705
44,76
558,410
454,508
795,842
768,156
694,642
316,583
768,704
60,36
132,276
96,826
748,50
480,690
258,392
558,643
324,710
533,214
716,842
454,643
450,710
690,392
204,148
454,724
258,842
192,196
795,50
624,704
222,410
854,528
258,344
795,642
854,764
795,100
480,528
478,24
533,710
328,804
768,466
740,780
520,410
762,12
430,384
430,156
408,682
854,458
192,344
430,586
533,376
292,616
417,762
204,702
204,422
292,724
626,410
328,780
466,784
450,826
854,56
706,887
694,528
108,276
499,70
140,156
446,276
499,276
408,862
478,643
498,100
498,842
462,764
192,24
44,826
454,894
882,36
498,528
748,724
180,826
270,686
72,392
584,276
242,776
72,516
292,56
430,124
426,124
540,710
316,585
204,686
748,24
388,703
548,120
533,862
646,842
748,616
740,288
44,458
262,818
90,764
446,392
446,598
408,360
540,258
466,764
466,643
204,178
583,764
28,120
84,120
466,208
8,842
674,642
92,862
854,288
204,484
44,56
524,826
64,50
562,724
4,643
562,410
408,484
524,50
332,124
132,528
748,682
674,40
694,842
430,276
270,566
478,710
96,842
242,548
430,458
694,156
90,608
450,360
748,516
44,120
408,586
646,586
8,100
562,288
430,818
242,882
646,156
480,300
418,528
296,764
408,818
242,598
417,4
388,156
533,531
52,388
204,704
388,780
690,450
328,52
854,392
694,826
180,686
270,324
90,724
466,324
446,826
332,704
466,458
854,704
52,662
762,364
92,352
762,112
52,328
450,528
674,682
694,792
96,76
242,344
854,384
430,50
446,702
562,276
204,288
496,484
242,764
854,826
174,702
430,56
670,120
51,156
408,50
626,276
28,740
585,392
84,188
408,702
108,826
304,276
242,16
242,410
418,56
694,276
496,826
136,352
64,566
60,410
52,170
740,352
304,620
694,178
740,531
388,591
462,144
92,724
270,466
148,276
762,704
496,276
108,56
324,384
446,484
408,170
328,56
84,392
72,454
450,480
388,392
706,414
646,826
524,124
292,788
499,792
646,276
51,804
584,156
52,862
562,384
242,296
584,842
108,404
52,214
52,740
16,834
499,8
584,470
446,458
60,826
304,352
4,100
524,156
90,528
324,504
328,344
52,670
562,76
4,826
446,528
4,364
324,156
499,818
690,40
540,554
646,344
417,276
60,616
28,360
90,410
524,392
562,458
258,64
762,300
92,376
626,392
4,276
262,682
418,376
540,528
762,804
624,76
548,458
499,40
275,842
28,842
462,826
90,458
499,156
584,702
84,484
304,826
740,156
328,740
332,214
174,792
84,372
108,752
212,600
796,842
882,554
84,214
20,360
388,643
670,40
140,360
84,388
28,670
548,608
388,410
583,392
270,624
446,76
275,682
4,246
84,780
332,484
690,842
646,108
108,180
108,528
52,124
417,56
108,156
140,120
90,360
417,364
674,705
92,170
52,28
84,320
296,392
426,156
148,620
417,112
646,800
624,586
296,218
584,484
670,662
524,792
4,368
108,842
662,52
659,124
584,392
562,120
694,36
108,586
624,768
426,72
690,528
548,554
706,586
4,842
496,842
446,36
328,484
84,528
275,784
496,392
292,300
16,36
694,804
499,826
60,842
584,724
140,504
674,276
84,384
270,826
678,533
690,724
92,360
92,894
258,360
548,484
584,360
16,360
92,826
798,764
520,36
417,795
670,792
140,276
304,842
548,36
332,156
258,156
670,780
212,682
90,276
690,344
136,764
92,24
690,36
496,528
706,422
332,360
694,360
690,276
740,276
674,616
308,842
212,826
275,12
548,242
212,704
212,388
520,554
28,276
132,288
548,540
275,56
882,862
140,842
694,616
258,276
304,764
524,784
524,528
332,724
90,392
674,76
304,616
136,842
496,364
674,826
706,156
524,36
524,64
426,784
332,276
275,414
148,384
548,410
659,643
674,842
316,410
148,50
4,792
583,316
548,218
90,826
140,620
462,392
140,724
674,422
670,52
108,800
670,28
308,662
270,360
140,792
4,156
136,188
304,372
140,710
275,528
534,842
4,724
262,344
548,528
148,566
462,276
174,528
90,554
308,586
624,724
132,76
662,212
462,372
882,842
674,724
659,276
108,646
674,56
212,780
60,360
292,191
316,344
776,392
426,818
426,480
674,643
624,156
798,392
28,410
882,16
670,659
212,328
270,764
308,276
462,528
462,724
670,616
140,826
140,344
332,344
140,528
292,36
796,140
426,276
148,170
670,212
212,392
16,554
20,364
20,616
270,704
332,764
136,702
28,620
426,704
584,608
20,276
148,360
174,450
776,554
270,724
670,842
426,703
136,191
64,524
332,826
262,703
258,554
258,540
662,328
28,152
462,458
776,344
64,392
670,178
882,76
275,634
462,364
316,702
662,670
28,826
426,36
136,388
212,858
706,400
534,659
678,56
292,470
583,842
270,344
670,300
275,826
662,388
174,276
132,222
308,528
60,170
148,504
796,716
20,834
462,842
212,818
706,792
270,528
258,764
678,528
28,52
28,780
258,36
662,740
60,716
292,826
776,842
275,410
136,36
308,659
882,702
212,191
882,566
20,76
275,124
262,512
659,484
308,124
174,842
296,36
148,528
659,28
308,670
258,328
308,52
212,40
626,156
20,528
583,344
132,686
212,52
583,156
659,203
212,28
308,40
626,24
316,608
64,276
706,48
258,56
148,140
520,392
583,410
624,384
262,586
174,360
262,24
626,360
659,76
132,826
626,620
776,276
776,36
308,28
662,156
20,144
20,203
262,834
296,504
662,308
659,780
796,508
132,842
662,659
174,784
16,804
662,28
626,36
796,894
776,410
580,583
706,344
796,662
583,580
308,56
776,242
20,344
659,662
296,344
659,792
796,422
659,212
659,170
60,124
796,703
16,764
132,124
678,24
583,608
262,360
262,842
624,56
132,508
776,76
882,410
882,776
16,24
882,826
316,203
174,710
16,364
678,842
796,702
678,620
132,36
882,276
662,84
520,616
296,208
308,214
262,56
174,643
659,616
706,276
296,842
174,586
678,616
64,842
308,780
16,124
776,882
580,585
60,56
520,484
796,231
296,704
882,242
796,616
882,360
624,616
64,702
16,882
583,484
60,643
296,144
580,710
520,764
60,894
316,392
174,50
776,724
626,124
678,276
583,862
796,528
583,40
64,203
624,620
583,659
534,591
520,24
626,56
174,300
520,842
776,792
316,36
624,504
624,270
580,702
624,842
624,834
316,104
626,826
296,76
580,344
296,554
64,156
798,36
626,458
678,132
64,826
64,764
316,643
798,554
583,584
678,484
316,124
520,710
520,724
520,203
678,752
776,458
678,710
678,124
534,214
585,484
798,807
798,242
64,586
580,410
520,344
296,156
534,780
296,124
580,360
534,44
580,616
585,410
580,586
585,583
585,360
580,191
798,616
585,276
798,862
580,414
580,484
798,56
585,842
585,170
798,484
798,826
798,203
585,616
585,528
585,764
585,156
