iso_code,pop,cpi,emp
533,103776.0,0.42144091888116,6.17
4,33370804.0,4.67399603536339,11.45
24,26941773.0,7.28038730361125,7.31
8,2889104.0,1.62586504402607,18.06
20,79213.0,2.55974875844296,6.17
784,9214182.0,2.34626865671643,1.84
32,42669500.0,2.55974875844296,7.27
51,2912403.0,2.98130868933673,17.5
16,55791.0,2.55974875844296,6.17
28,92562.0,1.0894415743536,6.17
36,23475686.0,2.48792270531403,6.08
40,8546356.0,1.60581182954471,5.62
31,9535079.0,1.3734418153318,4.91
108,9844301.0,4.4053523418529,1.57
56,11209057.0,0.340002833356965,8.52
204,10286839.0,-0.548757550948147,2.61
854,17586029.0,-0.258089517535353,6.48
50,154517385.0,6.99163889220854,4.39
100,7223938.0,-1.41818380264842,11.42
48,1336073.0,2.64755321246194,1.27
44,370625.0,1.18317782194226,13.8
70,3482106.0,-0.897194054194286,27.52
112,9474511.0,18.1195543526734,5.97
84,353366.0,2.55974875844296,8.24
60,65138.0,2.55974875844296,6.17
68,10706517.0,5.7666007457914,2.01
76,202763744.0,6.32904015516142,6.66
52,284825.0,1.76950322089726,12.17
96,409778.0,-0.207108731719878,6.97
64,719053.0,8.27106093949327,2.63
72,2088619.0,4.40225309243433,17.78
140,4464171.0,14.8986841797549,4.34
124,35437435.0,1.90663590717873,6.91
152,17758969.0,4.71867527854671,6.67
156,1364270000.0,1.92164162788521,4.6
384,22647672.0,0.44868207676614,3.65
120,22681853.0,1.8341307814992,3.53
180,73767445.0,1.24303889760763,4.44
178,4736965.0,0.912139545450186,9.95
170,46967706.0,2.89781874427855,8.57
174,759390.0,2.55974875844296,8.14
132,518276.0,-0.238778144990616,11.69
188,4795390.0,4.51920098516958,9.06
192,11306909.0,2.55974875844296,2.7
531,155909.0,1.49873969616456,6.17
136,60848.0,1.27397911533384,6.17
196,1152297.0,-1.35498885446312,16.09
203,10525347.0,0.343988589646784,6.11
276,80982500.0,0.906797948515676,4.98
262,898707.0,1.34186494340156,11.45
212,71091.0,0.799250372687513,6.17
208,5643475.0,0.564020540449518,6.93
214,10165182.0,2.99864226125217,6.72
12,38923688.0,2.91692692067457,10.21
218,15951832.0,3.58922016616669,3.48
818,90424668.0,10.0702154687482,13.11
724,46480882.0,-0.150870313497969,24.44
233,1314545.0,-0.106175146521716,7.35
231,98094264.0,6.89001951597192,2.22
246,5461512.0,1.04119621178439,8.66
242,866447.0,0.519306474579103,4.39
583,107444.0,0.650284891768603,6.17
266,1883801.0,4.69045751826283,20.3
826,64602298.0,1.45112016293279,6.11
268,3719414.0,3.06881210379542,17.44
288,27224480.0,15.4896160333319,6.52
324,11150970.0,7.07202121016676,4.41
270,2024037.0,5.94799935696621,9.35
624,1692433.0,-1.50924460570499,3.04
226,1122273.0,4.30999866149112,8.36
300,10892413.0,-1.31121050132494,26.49
308,108900.0,-0.98360305555493,6.17
304,56295.0,2.55974875844296,6.17
320,15306316.0,3.41836169662962,2.72
316,161007.0,2.55974875844296,7.6
328,763371.0,0.852630497539925,13.21
344,7229500.0,4.4385026737968,3.3
340,8955579.0,6.12924930313027,7.08
191,4238389.0,-0.215196159576215,17.29
332,10549007.0,3.43816659958603,14.02
348,9866468.0,-0.227566270988384,7.73
360,255128076.0,6.39492540819922,4.05
372,4657740.0,0.182542316627949,11.86
364,77465769.0,16.6065532357449,10.57
368,34411949.0,2.23597407904678,10.59
352,327386.0,2.04461481539337,4.9
376,8215700.0,0.486495554437183,5.89
388,2875137.0,8.27407886231415,13.74
400,8918822.0,2.89947905006047,11.9
392,127276000.0,2.76195408251338,3.6
398,17288285.0,6.70657829092725,5.06
404,46700063.0,6.87815499275946,2.82
417,5835500.0,7.53424729775882,8.05
116,15274506.0,3.85523855347909,0.69
296,109387.0,2.10398520925043,6.17
659,50776.0,0.247865392364824,6.17
410,50746659.0,1.27471470205519,3.5
414,3690939.0,2.90892672858618,2.9
418,6639763.0,4.12924306873775,0.7
422,6261046.0,1.85460421340917,6.35
430,4359508.0,9.86111285574915,2.13
434,6362039.0,2.55974875844296,18.94
662,178307.0,3.51847818195019,21.41
144,20778000.0,3.17900228236063,4.19
426,2043448.0,5.37028961008588,24.47
440,2932367.0,0.103758009433715,10.7
442,556319.0,0.628543985440705,5.85
428,1993782.0,0.620490636732377,10.85
446,590210.0,6.04527180562838,1.7
504,34192358.0,0.442310053557078,9.7
498,2856950.0,5.08878554625884,3.86
450,23589897.0,6.08040811088296,1.33
462,435018.0,2.12000175718133,5.21
484,120355137.0,4.01861608078673,4.81
584,57183.0,2.55974875844296,6.17
807,2077780.0,-0.281705032928538,28.03
466,16934213.0,0.883814547137822,6.38
470,434558.0,0.310306472181729,5.73
104,52280816.0,4.95329918484382,0.78
499,621810.0,-0.71051405171022,18.0
496,2940111.0,12.2539808129759,4.8
580,55301.0,2.55974875844296,6.17
508,26286192.0,2.55974875844296,3.41
478,3930894.0,3.53436856147326,10.12
480,1260934.0,3.21769191994683,7.47
454,16289550.0,23.7920649469687,5.89
458,29866606.0,3.14299050879107,2.88
516,2273426.0,5.35016966859592,18.52
562,19240182.0,-0.930287259984461,0.52
566,176404931.0,8.06248582444999,4.56
558,6142734.0,6.03596861798431,4.52
528,16865008.0,0.976035079699661,7.42
524,26905982.0,8.36415469659556,2.85
520,10289.0,2.55974875844296,6.17
554,4516500.0,1.22750750597405,5.37
512,4027255.0,1.02234314452965,3.37
586,195305012.0,7.18938402847025,1.83
591,3901311.0,2.62652699929154,2.72
604,30090372.0,3.24496304244158,2.85
608,100513137.0,3.59782343864207,3.6
585,17625.0,4.19174548581256,6.17
598,7946733.0,5.22211720226844,2.59
616,38011735.0,0.0538213132400467,8.99
620,10401062.0,-0.278153367467421,13.89
600,6599524.0,5.02882767456758,5.03
275,4173398.0,1.73298510037451,20.53
634,2459202.0,3.34972085659527,0.2
642,19908979.0,1.06830987684293,6.8
643,143819667.0,7.82341183865503,5.16
646,11083629.0,2.35449052820364,1.17
682,30916603.0,2.23629031536967,5.72
729,37977657.0,36.9066427863594,17.36
686,14174740.0,-1.09025507446894,7.61
702,5469724.0,1.02514803039394,3.74
90,587079.0,5.16590237925172,0.68
694,7017153.0,4.64546204670158,4.68
222,6295124.0,1.1413446753823,4.15
674,32941.0,1.11296303373859,6.17
706,13423571.0,2.55974875844296,13.32
688,7130576.0,2.08244793880151,19.22
728,10554882.0,1.67429906295517,12.51
678,195727.0,6.99849943966418,13.52
740,553278.0,3.38341272749479,6.94
703,5418649.0,-0.0761653295419824,13.18
705,2061980.0,0.199343826570849,9.67
752,9696110.0,-0.17963849411465,7.95
748,1095022.0,5.68134885776449,24.14
534,37685.0,1.8867546627522,6.17
690,91359.0,1.38583454581262,6.17
796,35371.0,2.55974875844296,6.17
148,13663562.0,1.68197313925659,1.83
768,7137997.0,0.190875076249778,2.16
764,68438748.0,1.89514181898783,0.58
762,8252828.0,6.10442765129665,8.17
795,5466324.0,2.55974875844296,3.97
626,1174333.0,0.848838206293416,4.23
776,101023.0,2.51087633253703,2.46
780,1362337.0,5.68441814595665,2.48
788,11063195.0,4.62555099534024,15.06
792,77229262.0,8.85457271364318,9.88
798,10973.0,2.55974875844296,6.17
834,49960563.0,6.13161432988016,2.13
800,36911530.0,3.07467760632835,1.88
804,45272155.0,12.0718562874252,9.27
858,3400439.0,8.87735333229828,6.55
842,318386329.0,1.62222297740821,6.17
860,30757700.0,2.55974875844296,5.1
670,108868.0,0.193858560794042,19.23
862,30042973.0,62.168649979483,7.48
704,91713850.0,4.08455446637622,1.26
548,263888.0,0.798863838096904,1.83
882,192220.0,-0.406816088424881,8.72
887,25823488.0,8.10472583623948,13.47
710,54544184.0,6.13602015113351,24.89
894,15399793.0,7.80687553566328,9.34
716,13586710.0,-0.197784810126586,5.33
