i,j
156,344
156,392
392,156
276,826
528,276
276,528
56,276
410,156
276,56
276,40
392,410
276,724
528,56
826,276
56,528
40,276
392,344
528,826
156,276
156,410
276,156
56,826
826,372
203,276
156,826
276,616
410,392
616,276
276,203
826,528
724,276
458,702
392,764
392,276
344,156
826,56
372,826
156,528
276,752
276,643
410,344
372,56
724,620
360,392
36,392
348,276
392,826
702,458
392,702
724,826
826,724
682,392
784,392
276,392
702,344
702,156
643,528
156,702
156,124
764,392
458,392
392,458
392,36
752,276
392,528
156,36
208,276
528,724
643,804
682,410
56,724
643,276
643,112
372,276
702,360
752,826
458,156
620,724
208,752
643,156
792,276
392,608
156,458
392,124
410,276
752,208
36,156
156,724
703,276
364,392
634,392
608,392
360,702
826,752
76,32
764,156
458,344
764,702
702,392
826,392
36,410
124,392
246,752
124,826
784,410
826,124
246,276
528,752
208,826
682,156
752,246
112,643
410,702
724,528
484,124
410,826
56,442
643,826
458,764
76,528
702,826
804,643
792,826
643,246
752,56
643,792
752,528
643,616
360,410
36,554
702,276
76,156
724,56
764,458
32,76
124,156
203,703
246,643
784,364
360,156
682,702
458,410
620,276
702,410
414,392
764,344
702,764
826,784
643,398
643,196
702,36
826,344
710,826
410,458
608,156
40,826
702,528
40,348
826,156
76,276
710,392
246,826
512,156
528,208
372,528
554,36
458,528
24,156
458,36
344,826
56,752
76,484
348,40
410,124
152,392
56,376
528,40
616,826
32,152
704,392
203,40
208,528
344,702
364,156
703,203
702,608
458,826
642,276
608,702
12,724
620,826
752,724
36,826
372,392
608,344
410,360
410,484
710,276
410,36
528,616
702,704
528,643
458,276
360,458
152,156
764,826
203,616
372,724
414,410
705,276
344,410
682,528
784,764
724,792
634,410
764,360
616,203
40,203
56,156
434,276
566,76
246,528
616,528
348,826
56,392
203,826
608,528
124,484
528,156
56,40
724,484
398,643
528,300
76,392
752,156
616,643
344,458
203,528
442,276
764,36
458,360
784,512
704,156
792,724
40,724
246,156
32,156
682,710
710,72
376,56
724,504
616,752
608,276
76,152
36,764
764,528
414,702
72,826
360,36
344,276
208,392
616,56
364,710
36,702
764,276
752,616
554,392
12,528
76,826
566,724
752,392
360,276
434,724
703,40
208,724
682,724
360,764
364,410
124,276
724,300
40,705
792,528
760,368
512,410
608,458
76,724
484,724
724,616
710,516
484,276
504,724
764,410
682,764
76,56
344,528
608,410
40,528
458,608
804,276
398,156
616,348
682,826
344,784
208,246
682,784
804,792
348,528
12,124
442,56
300,276
36,360
764,704
344,608
616,804
152,410
36,344
616,724
360,826
752,643
40,616
203,348
124,410
634,702
764,608
792,643
704,36
360,528
710,528
792,368
