i,j,k,q,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
124,842,270900.0,1969079.772,1969079.772,586965.961,22918382.08,16115.601,1147.653,23282.634,1579900.973,3559.704,3138.846,62.427
124,842,271000.0,22918382.08,1969079.772,586965.961,22918382.08,16115.601,1147.653,23282.634,1579900.973,3559.704,3138.846,62.427
124,842,300490.0,23282.634,1969079.772,586965.961,22918382.08,16115.601,1147.653,23282.634,1579900.973,3559.704,3138.846,62.427
124,842,847330.0,16115.601,1969079.772,586965.961,22918382.08,16115.601,1147.653,23282.634,1579900.973,3559.704,3138.846,62.427
124,842,852520.0,3559.704,1969079.772,586965.961,22918382.08,16115.601,1147.653,23282.634,1579900.973,3559.704,3138.846,62.427
124,842,854211.0,1147.653,1969079.772,586965.961,22918382.08,16115.601,1147.653,23282.634,1579900.973,3559.704,3138.846,62.427
124,842,870323.0,586965.961,1969079.772,586965.961,22918382.08,16115.601,1147.653,23282.634,1579900.973,3559.704,3138.846,62.427
124,842,870324.0,1579900.973,1969079.772,586965.961,22918382.08,16115.601,1147.653,23282.634,1579900.973,3559.704,3138.846,62.427
124,842,870332.0,62.427,1969079.772,586965.961,22918382.08,16115.601,1147.653,23282.634,1579900.973,3559.704,3138.846,62.427
124,842,880240.0,3138.846,1969079.772,586965.961,22918382.08,16115.601,1147.653,23282.634,1579900.973,3559.704,3138.846,62.427
842,124,270900.0,346839.832,346839.832,564255.389,2960486.007,21156.615,1961.615,38817.712,322558.444,3159.979,1867.037,150.254
842,124,271000.0,2960486.007,346839.832,564255.389,2960486.007,21156.615,1961.615,38817.712,322558.444,3159.979,1867.037,150.254
842,124,300490.0,38817.712,346839.832,564255.389,2960486.007,21156.615,1961.615,38817.712,322558.444,3159.979,1867.037,150.254
842,124,847330.0,21156.615,346839.832,564255.389,2960486.007,21156.615,1961.615,38817.712,322558.444,3159.979,1867.037,150.254
842,124,852520.0,3159.979,346839.832,564255.389,2960486.007,21156.615,1961.615,38817.712,322558.444,3159.979,1867.037,150.254
842,124,854211.0,1961.615,346839.832,564255.389,2960486.007,21156.615,1961.615,38817.712,322558.444,3159.979,1867.037,150.254
842,124,870323.0,564255.389,346839.832,564255.389,2960486.007,21156.615,1961.615,38817.712,322558.444,3159.979,1867.037,150.254
842,124,870324.0,322558.444,346839.832,564255.389,2960486.007,21156.615,1961.615,38817.712,322558.444,3159.979,1867.037,150.254
842,124,870332.0,150.254,346839.832,564255.389,2960486.007,21156.615,1961.615,38817.712,322558.444,3159.979,1867.037,150.254
842,124,880240.0,1867.037,346839.832,564255.389,2960486.007,21156.615,1961.615,38817.712,322558.444,3159.979,1867.037,150.254
484,842,270900.0,65019589.074,65019589.074,699347.131,5070198.889,20424.03,703.537,9754.066,669491.632,19406.866,285.804,24603.753
484,842,271000.0,5070198.889,65019589.074,699347.131,5070198.889,20424.03,703.537,9754.066,669491.632,19406.866,285.804,24603.753
484,842,300490.0,9754.066,65019589.074,699347.131,5070198.889,20424.03,703.537,9754.066,669491.632,19406.866,285.804,24603.753
484,842,847330.0,20424.03,65019589.074,699347.131,5070198.889,20424.03,703.537,9754.066,669491.632,19406.866,285.804,24603.753
484,842,852520.0,19406.866,65019589.074,699347.131,5070198.889,20424.03,703.537,9754.066,669491.632,19406.866,285.804,24603.753
